Station,Direction,Year,Month,Day,Time_Period,Volume,OBJECTID
130032 Washington,Outbound,2017,June,Sunday,10-11 PM,541,2014
130032 Washington,Outbound,2017,June,Sunday,11-12 PM,357,2015
130032 Washington,Inbound,2017,July,Monday,12-1 AM,184,2016
130032 Washington,Inbound,2017,July,Monday,1-2 AM,111,2017
130032 Washington,Inbound,2017,July,Monday,2-3 AM,88,2018
130032 Washington,Inbound,2017,July,Monday,3-4 AM,66,2019
130032 Washington,Inbound,2017,July,Monday,4-5 AM,170,2020
130032 Washington,Inbound,2017,July,Monday,5-6 AM,657,2021
130032 Washington,Inbound,2017,July,Monday,6-7 AM,1589,2022
130032 Washington,Inbound,2017,July,Monday,7-8 AM,2702,2023
130032 Washington,Inbound,2017,July,Monday,8-9 AM,2230,2024
130032 Washington,Inbound,2017,July,Monday,9-10 AM,1408,2025
130032 Washington,Inbound,2017,July,Monday,10-11 AM,1299,2026
130032 Washington,Inbound,2017,July,Monday,11-12 AM,1348,2027
130032 Washington,Inbound,2017,July,Monday,12-1 PM,1477,2028
130032 Washington,Inbound,2017,July,Monday,1-2 PM,1372,2029
130032 Washington,Inbound,2017,July,Monday,2-3 PM,1382,2030
130032 Washington,Inbound,2017,July,Monday,3-4 PM,1336,2031
130032 Washington,Inbound,2017,July,Monday,4-5 PM,1458,2032
130032 Washington,Inbound,2017,July,Monday,5-6 PM,1494,2033
130032 Washington,Inbound,2017,July,Monday,6-7 PM,1270,2034
130032 Washington,Inbound,2017,July,Monday,7-8 PM,997,2035
130032 Washington,Inbound,2017,July,Monday,8-9 PM,837,2036
130032 Washington,Inbound,2017,July,Monday,9-10 PM,711,2037
130032 Washington,Inbound,2017,July,Monday,10-11 PM,522,2038
130032 Washington,Inbound,2017,July,Monday,11-12 PM,329,2039
130032 Washington,Inbound,2017,July,Tuesday,12-1 AM,189,2040
130032 Washington,Inbound,2017,July,Tuesday,1-2 AM,128,2041
130032 Washington,Inbound,2017,July,Tuesday,2-3 AM,90,2042
130032 Washington,Inbound,2017,July,Tuesday,3-4 AM,73,2043
130032 Washington,Inbound,2017,July,Tuesday,4-5 AM,154,2044
130032 Washington,Inbound,2017,July,Tuesday,5-6 AM,616,2045
130032 Washington,Inbound,2017,July,Tuesday,6-7 AM,1452,2046
130032 Washington,Inbound,2017,July,Tuesday,7-8 AM,2338,2047
130032 Washington,Inbound,2017,July,Tuesday,8-9 AM,1939,2048
130032 Washington,Inbound,2017,July,Tuesday,9-10 AM,1264,2049
130032 Washington,Inbound,2017,July,Tuesday,10-11 AM,1160,2050
130032 Washington,Inbound,2017,July,Tuesday,11-12 AM,1225,2051
130032 Washington,Inbound,2017,July,Tuesday,12-1 PM,1328,2052
130032 Washington,Inbound,2017,July,Tuesday,1-2 PM,1282,2053
130032 Washington,Inbound,2017,July,Tuesday,2-3 PM,1255,2054
130032 Washington,Inbound,2017,July,Tuesday,3-4 PM,1240,2055
130032 Washington,Inbound,2017,July,Tuesday,4-5 PM,1361,2056
130032 Washington,Inbound,2017,July,Tuesday,5-6 PM,1449,2057
130032 Washington,Inbound,2017,July,Tuesday,6-7 PM,1223,2058
130032 Washington,Inbound,2017,July,Tuesday,7-8 PM,977,2059
130032 Washington,Inbound,2017,July,Tuesday,8-9 PM,820,2060
130032 Washington,Inbound,2017,July,Tuesday,9-10 PM,768,2061
130032 Washington,Inbound,2017,July,Tuesday,10-11 PM,581,2062
130032 Washington,Inbound,2017,July,Tuesday,11-12 PM,376,2063
130032 Washington,Inbound,2017,July,Wednesday,12-1 AM,216,2064
130032 Washington,Inbound,2017,July,Wednesday,1-2 AM,125,2065
130032 Washington,Inbound,2017,July,Wednesday,2-3 AM,77,2066
130032 Washington,Inbound,2017,July,Wednesday,3-4 AM,76,2067
130032 Washington,Inbound,2017,July,Wednesday,4-5 AM,173,2068
130032 Washington,Inbound,2017,July,Wednesday,5-6 AM,729,2069
130032 Washington,Inbound,2017,July,Wednesday,6-7 AM,1770,2070
130032 Washington,Inbound,2017,July,Wednesday,7-8 AM,2765,2071
130032 Washington,Inbound,2017,July,Wednesday,8-9 AM,2488,2072
130032 Washington,Inbound,2017,July,Wednesday,9-10 AM,1587,2073
130032 Washington,Inbound,2017,July,Wednesday,10-11 AM,1398,2074
130032 Washington,Inbound,2017,July,Wednesday,11-12 AM,1457,2075
130032 Washington,Inbound,2017,July,Wednesday,12-1 PM,1541,2076
130032 Washington,Inbound,2017,July,Wednesday,1-2 PM,1446,2077
130032 Washington,Inbound,2017,July,Wednesday,2-3 PM,1410,2078
130032 Washington,Inbound,2017,July,Wednesday,3-4 PM,1407,2079
130032 Washington,Inbound,2017,July,Wednesday,4-5 PM,1578,2080
130032 Washington,Inbound,2017,July,Wednesday,5-6 PM,1810,2081
130032 Washington,Inbound,2017,July,Wednesday,6-7 PM,1564,2082
130032 Washington,Inbound,2017,July,Wednesday,7-8 PM,1015,2083
130032 Washington,Inbound,2017,July,Wednesday,8-9 PM,788,2084
130032 Washington,Inbound,2017,July,Wednesday,9-10 PM,641,2085
130032 Washington,Inbound,2017,July,Wednesday,10-11 PM,511,2086
130032 Washington,Inbound,2017,July,Wednesday,11-12 PM,347,2087
130032 Washington,Inbound,2017,July,Thursday,12-1 AM,175,2088
130032 Washington,Inbound,2017,July,Thursday,1-2 AM,116,2089
130032 Washington,Inbound,2017,July,Thursday,2-3 AM,93,2090
130032 Washington,Inbound,2017,July,Thursday,3-4 AM,78,2091
130032 Washington,Inbound,2017,July,Thursday,4-5 AM,177,2092
130032 Washington,Inbound,2017,July,Thursday,5-6 AM,724,2093
130032 Washington,Inbound,2017,July,Thursday,6-7 AM,1746,2094
130032 Washington,Inbound,2017,July,Thursday,7-8 AM,2937,2095
130032 Washington,Inbound,2017,July,Thursday,8-9 AM,2340,2096
130032 Washington,Inbound,2017,July,Thursday,9-10 AM,1600,2097
130032 Washington,Inbound,2017,July,Thursday,10-11 AM,1327,2098
130032 Washington,Inbound,2017,July,Thursday,11-12 AM,1434,2099
130032 Washington,Inbound,2017,July,Thursday,12-1 PM,1582,2100
130032 Washington,Inbound,2017,July,Thursday,1-2 PM,1432,2101
130032 Washington,Inbound,2017,July,Thursday,2-3 PM,1397,2102
130032 Washington,Inbound,2017,July,Thursday,3-4 PM,1426,2103
130032 Washington,Inbound,2017,July,Thursday,4-5 PM,1587,2104
130032 Washington,Inbound,2017,July,Thursday,5-6 PM,1801,2105
130032 Washington,Inbound,2017,July,Thursday,6-7 PM,1553,2106
130032 Washington,Inbound,2017,July,Thursday,7-8 PM,1166,2107
130032 Washington,Inbound,2017,July,Thursday,8-9 PM,998,2108
130032 Washington,Inbound,2017,July,Thursday,9-10 PM,886,2109
130032 Washington,Inbound,2017,July,Thursday,10-11 PM,664,2110
130032 Washington,Inbound,2017,July,Thursday,11-12 PM,443,2111
130032 Washington,Inbound,2017,July,Friday,12-1 AM,244,2112
130032 Washington,Inbound,2017,July,Friday,1-2 AM,143,2113
130032 Washington,Inbound,2017,July,Friday,2-3 AM,104,2114
130032 Washington,Inbound,2017,July,Friday,3-4 AM,96,2115
130032 Washington,Inbound,2017,July,Friday,4-5 AM,181,2116
130032 Washington,Inbound,2017,July,Friday,5-6 AM,679,2117
130032 Washington,Inbound,2017,July,Friday,6-7 AM,1614,2118
130032 Washington,Inbound,2017,July,Friday,7-8 AM,2635,2119
130032 Washington,Inbound,2017,July,Friday,8-9 AM,2119,2120
130032 Washington,Inbound,2017,July,Friday,9-10 AM,1493,2121
130032 Washington,Inbound,2017,July,Friday,10-11 AM,1330,2122
130032 Washington,Inbound,2017,July,Friday,11-12 AM,1445,2123
130032 Washington,Inbound,2017,July,Friday,12-1 PM,1577,2124
130032 Washington,Inbound,2017,July,Friday,1-2 PM,1484,2125
130032 Washington,Inbound,2017,July,Friday,2-3 PM,1492,2126
130032 Washington,Inbound,2017,July,Friday,3-4 PM,1525,2127
130032 Washington,Inbound,2017,July,Friday,4-5 PM,1645,2128
130032 Washington,Inbound,2017,July,Friday,5-6 PM,1642,2129
130032 Washington,Inbound,2017,July,Friday,6-7 PM,1506,2130
130032 Washington,Inbound,2017,July,Friday,7-8 PM,1217,2131
130032 Washington,Inbound,2017,July,Friday,8-9 PM,935,2132
130032 Washington,Inbound,2017,July,Friday,9-10 PM,880,2133
130032 Washington,Inbound,2017,July,Friday,10-11 PM,716,2134
130032 Washington,Inbound,2017,July,Friday,11-12 PM,609,2135
130032 Washington,Inbound,2017,July,Saturday,12-1 AM,375,2136
130032 Washington,Inbound,2017,July,Saturday,1-2 AM,217,2137
130032 Washington,Inbound,2017,July,Saturday,2-3 AM,166,2138
130032 Washington,Inbound,2017,July,Saturday,3-4 AM,107,2139
130032 Washington,Inbound,2017,July,Saturday,4-5 AM,127,2140
130032 Washington,Inbound,2017,July,Saturday,5-6 AM,307,2141
130032 Washington,Inbound,2017,July,Saturday,6-7 AM,603,2142
130032 Washington,Inbound,2017,July,Saturday,7-8 AM,758,2143
130032 Washington,Inbound,2017,July,Saturday,8-9 AM,1105,2144
130032 Washington,Inbound,2017,July,Saturday,9-10 AM,1439,2145
130032 Washington,Inbound,2017,July,Saturday,10-11 AM,1589,2146
130032 Washington,Inbound,2017,July,Saturday,11-12 AM,1488,2147
130032 Washington,Inbound,2017,July,Saturday,12-1 PM,1366,2148
130032 Washington,Inbound,2017,July,Saturday,1-2 PM,1338,2149
130032 Washington,Inbound,2017,July,Saturday,2-3 PM,1351,2150
130032 Washington,Inbound,2017,July,Saturday,3-4 PM,1249,2151
130032 Washington,Inbound,2017,July,Saturday,4-5 PM,1227,2152
130032 Washington,Inbound,2017,July,Saturday,5-6 PM,1217,2153
130032 Washington,Inbound,2017,July,Saturday,6-7 PM,1178,2154
130032 Washington,Inbound,2017,July,Saturday,7-8 PM,1029,2155
130032 Washington,Inbound,2017,July,Saturday,8-9 PM,926,2156
130032 Washington,Inbound,2017,July,Saturday,9-10 PM,866,2157
130032 Washington,Inbound,2017,July,Saturday,10-11 PM,776,2158
130032 Washington,Inbound,2017,July,Saturday,11-12 PM,606,2159
130032 Washington,Inbound,2017,July,Sunday,12-1 AM,418,2160
130032 Washington,Inbound,2017,July,Sunday,1-2 AM,256,2161
130032 Washington,Inbound,2017,July,Sunday,2-3 AM,194,2162
130032 Washington,Inbound,2017,July,Sunday,3-4 AM,109,2163
130032 Washington,Inbound,2017,July,Sunday,4-5 AM,95,2164
130032 Washington,Inbound,2017,July,Sunday,5-6 AM,150,2165
130032 Washington,Inbound,2017,July,Sunday,6-7 AM,322,2166
130032 Washington,Inbound,2017,July,Sunday,7-8 AM,322,2167
130032 Washington,Inbound,2017,July,Sunday,8-9 AM,540,2168
130032 Washington,Inbound,2017,July,Sunday,9-10 AM,763,2169
130032 Washington,Inbound,2017,July,Sunday,10-11 AM,1043,2170
130032 Washington,Inbound,2017,July,Sunday,11-12 AM,1173,2171
130032 Washington,Inbound,2017,July,Sunday,12-1 PM,1188,2172
130032 Washington,Inbound,2017,July,Sunday,1-2 PM,1267,2173
130032 Washington,Inbound,2017,July,Sunday,2-3 PM,1274,2174
130032 Washington,Inbound,2017,July,Sunday,3-4 PM,1219,2175
130032 Washington,Inbound,2017,July,Sunday,4-5 PM,1181,2176
130032 Washington,Inbound,2017,July,Sunday,5-6 PM,1165,2177
130032 Washington,Inbound,2017,July,Sunday,6-7 PM,1162,2178
130032 Washington,Inbound,2017,July,Sunday,7-8 PM,966,2179
130032 Washington,Inbound,2017,July,Sunday,8-9 PM,790,2180
130032 Washington,Inbound,2017,July,Sunday,9-10 PM,645,2181
130032 Washington,Inbound,2017,July,Sunday,10-11 PM,478,2182
130032 Washington,Inbound,2017,July,Sunday,11-12 PM,337,2183
130032 Washington,Outbound,2017,July,Monday,12-1 AM,193,2184
130032 Washington,Outbound,2017,July,Monday,1-2 AM,103,2185
130032 Washington,Outbound,2017,July,Monday,2-3 AM,83,2186
130032 Washington,Outbound,2017,July,Monday,3-4 AM,70,2187
130032 Washington,Outbound,2017,July,Monday,4-5 AM,114,2188
130032 Washington,Outbound,2017,July,Monday,5-6 AM,261,2189
130032 Washington,Outbound,2017,July,Monday,6-7 AM,587,2190
130032 Washington,Outbound,2017,July,Monday,7-8 AM,1180,2191
130032 Washington,Outbound,2017,July,Monday,8-9 AM,1137,2192
130032 Washington,Outbound,2017,July,Monday,9-10 AM,1075,2193
130032 Washington,Outbound,2017,July,Monday,10-11 AM,1173,2194
130032 Washington,Outbound,2017,July,Monday,11-12 AM,1405,2195
130032 Washington,Outbound,2017,July,Monday,12-1 PM,1589,2196
130032 Washington,Outbound,2017,July,Monday,1-2 PM,1545,2197
130032 Washington,Outbound,2017,July,Monday,2-3 PM,1808,2198
130032 Washington,Outbound,2017,July,Monday,3-4 PM,2309,2199
130032 Washington,Outbound,2017,July,Monday,4-5 PM,2981,2200
130032 Washington,Outbound,2017,July,Monday,5-6 PM,2676,2201
130032 Washington,Outbound,2017,July,Monday,6-7 PM,1498,2202
130032 Washington,Outbound,2017,July,Monday,7-8 PM,1110,2203
130032 Washington,Outbound,2017,July,Monday,8-9 PM,936,2204
130032 Washington,Outbound,2017,July,Monday,9-10 PM,786,2205
130032 Washington,Outbound,2017,July,Monday,10-11 PM,549,2206
130032 Washington,Outbound,2017,July,Monday,11-12 PM,412,2207
130032 Washington,Outbound,2017,July,Tuesday,12-1 AM,229,2208
130032 Washington,Outbound,2017,July,Tuesday,1-2 AM,171,2209
130032 Washington,Outbound,2017,July,Tuesday,2-3 AM,110,2210
130032 Washington,Outbound,2017,July,Tuesday,3-4 AM,74,2211
130032 Washington,Outbound,2017,July,Tuesday,4-5 AM,102,2212
130032 Washington,Outbound,2017,July,Tuesday,5-6 AM,243,2213
130032 Washington,Outbound,2017,July,Tuesday,6-7 AM,542,2214
130032 Washington,Outbound,2017,July,Tuesday,7-8 AM,1087,2215
130032 Washington,Outbound,2017,July,Tuesday,8-9 AM,1004,2216
130032 Washington,Outbound,2017,July,Tuesday,9-10 AM,998,2217
130032 Washington,Outbound,2017,July,Tuesday,10-11 AM,1097,2218
130032 Washington,Outbound,2017,July,Tuesday,11-12 AM,1278,2219
130032 Washington,Outbound,2017,July,Tuesday,12-1 PM,1451,2220
130032 Washington,Outbound,2017,July,Tuesday,1-2 PM,1395,2221
130032 Washington,Outbound,2017,July,Tuesday,2-3 PM,1611,2222
130032 Washington,Outbound,2017,July,Tuesday,3-4 PM,2192,2223
130032 Washington,Outbound,2017,July,Tuesday,4-5 PM,2602,2224
130032 Washington,Outbound,2017,July,Tuesday,5-6 PM,2457,2225
130032 Washington,Outbound,2017,July,Tuesday,6-7 PM,1485,2226
130032 Washington,Outbound,2017,July,Tuesday,7-8 PM,1128,2227
130032 Washington,Outbound,2017,July,Tuesday,8-9 PM,920,2228
130032 Washington,Outbound,2017,July,Tuesday,9-10 PM,780,2229
130032 Washington,Outbound,2017,July,Tuesday,10-11 PM,591,2230
130032 Washington,Outbound,2017,July,Tuesday,11-12 PM,418,2231
130032 Washington,Outbound,2017,July,Wednesday,12-1 AM,227,2232
130032 Washington,Outbound,2017,July,Wednesday,1-2 AM,140,2233
130032 Washington,Outbound,2017,July,Wednesday,2-3 AM,102,2234
130032 Washington,Outbound,2017,July,Wednesday,3-4 AM,68,2235
130032 Washington,Outbound,2017,July,Wednesday,4-5 AM,116,2236
130032 Washington,Outbound,2017,July,Wednesday,5-6 AM,273,2237
130032 Washington,Outbound,2017,July,Wednesday,6-7 AM,621,2238
130032 Washington,Outbound,2017,July,Wednesday,7-8 AM,1205,2239
130032 Washington,Outbound,2017,July,Wednesday,8-9 AM,1249,2240
130032 Washington,Outbound,2017,July,Wednesday,9-10 AM,1056,2241
130032 Washington,Outbound,2017,July,Wednesday,10-11 AM,1195,2242
130032 Washington,Outbound,2017,July,Wednesday,11-12 AM,1444,2243
130032 Washington,Outbound,2017,July,Wednesday,12-1 PM,1674,2244
130032 Washington,Outbound,2017,July,Wednesday,1-2 PM,1603,2245
130032 Washington,Outbound,2017,July,Wednesday,2-3 PM,1853,2246
130032 Washington,Outbound,2017,July,Wednesday,3-4 PM,2530,2247
130032 Washington,Outbound,2017,July,Wednesday,4-5 PM,3102,2248
130032 Washington,Outbound,2017,July,Wednesday,5-6 PM,2663,2249
130032 Washington,Outbound,2017,July,Wednesday,6-7 PM,1660,2250
130032 Washington,Outbound,2017,July,Wednesday,7-8 PM,1284,2251
130032 Washington,Outbound,2017,July,Wednesday,8-9 PM,1197,2252
130032 Washington,Outbound,2017,July,Wednesday,9-10 PM,919,2253
130032 Washington,Outbound,2017,July,Wednesday,10-11 PM,609,2254
130032 Washington,Outbound,2017,July,Wednesday,11-12 PM,451,2255
130032 Washington,Outbound,2017,July,Thursday,12-1 AM,221,2256
130032 Washington,Outbound,2017,July,Thursday,1-2 AM,147,2257
130032 Washington,Outbound,2017,July,Thursday,2-3 AM,101,2258
130032 Washington,Outbound,2017,July,Thursday,3-4 AM,72,2259
130032 Washington,Outbound,2017,July,Thursday,4-5 AM,117,2260
130032 Washington,Outbound,2017,July,Thursday,5-6 AM,289,2261
130032 Washington,Outbound,2017,July,Thursday,6-7 AM,637,2262
130032 Washington,Outbound,2017,July,Thursday,7-8 AM,1267,2263
130032 Washington,Outbound,2017,July,Thursday,8-9 AM,1240,2264
130032 Washington,Outbound,2017,July,Thursday,9-10 AM,1169,2265
130032 Washington,Outbound,2017,July,Thursday,10-11 AM,1215,2266
130032 Washington,Outbound,2017,July,Thursday,11-12 AM,1508,2267
130032 Washington,Outbound,2017,July,Thursday,12-1 PM,1714,2268
130032 Washington,Outbound,2017,July,Thursday,1-2 PM,1645,2269
130032 Washington,Outbound,2017,July,Thursday,2-3 PM,1894,2270
130032 Washington,Outbound,2017,July,Thursday,3-4 PM,2560,2271
130032 Washington,Outbound,2017,July,Thursday,4-5 PM,3117,2272
130032 Washington,Outbound,2017,July,Thursday,5-6 PM,2846,2273
130032 Washington,Outbound,2017,July,Thursday,6-7 PM,1775,2274
130032 Washington,Outbound,2017,July,Thursday,7-8 PM,1375,2275
130032 Washington,Outbound,2017,July,Thursday,8-9 PM,1208,2276
130032 Washington,Outbound,2017,July,Thursday,9-10 PM,1214,2277
130032 Washington,Outbound,2017,July,Thursday,10-11 PM,742,2278
130032 Washington,Outbound,2017,July,Thursday,11-12 PM,508,2279
130032 Washington,Outbound,2017,July,Friday,12-1 AM,272,2280
130032 Washington,Outbound,2017,July,Friday,1-2 AM,210,2281
130032 Washington,Outbound,2017,July,Friday,2-3 AM,154,2282
130032 Washington,Outbound,2017,July,Friday,3-4 AM,93,2283
130032 Washington,Outbound,2017,July,Friday,4-5 AM,120,2284
130032 Washington,Outbound,2017,July,Friday,5-6 AM,263,2285
130032 Washington,Outbound,2017,July,Friday,6-7 AM,622,2286
130032 Washington,Outbound,2017,July,Friday,7-8 AM,1222,2287
130032 Washington,Outbound,2017,July,Friday,8-9 AM,1218,2288
130032 Washington,Outbound,2017,July,Friday,9-10 AM,1193,2289
130032 Washington,Outbound,2017,July,Friday,10-11 AM,1278,2290
130032 Washington,Outbound,2017,July,Friday,11-12 AM,1562,2291
130032 Washington,Outbound,2017,July,Friday,12-1 PM,1876,2292
130032 Washington,Outbound,2017,July,Friday,1-2 PM,1856,2293
130032 Washington,Outbound,2017,July,Friday,2-3 PM,2146,2294
130032 Washington,Outbound,2017,July,Friday,3-4 PM,2770,2295
130032 Washington,Outbound,2017,July,Friday,4-5 PM,3016,2296
130032 Washington,Outbound,2017,July,Friday,5-6 PM,2465,2297
130032 Washington,Outbound,2017,July,Friday,6-7 PM,1630,2298
130032 Washington,Outbound,2017,July,Friday,7-8 PM,1238,2299
130032 Washington,Outbound,2017,July,Friday,8-9 PM,1087,2300
130032 Washington,Outbound,2017,July,Friday,9-10 PM,1020,2301
130032 Washington,Outbound,2017,July,Friday,10-11 PM,894,2302
130032 Washington,Outbound,2017,July,Friday,11-12 PM,762,2303
130032 Washington,Outbound,2017,July,Saturday,12-1 AM,474,2304
130032 Washington,Outbound,2017,July,Saturday,1-2 AM,332,2305
130032 Washington,Outbound,2017,July,Saturday,2-3 AM,273,2306
130032 Washington,Outbound,2017,July,Saturday,3-4 AM,163,2307
130032 Washington,Outbound,2017,July,Saturday,4-5 AM,118,2308
130032 Washington,Outbound,2017,July,Saturday,5-6 AM,156,2309
130032 Washington,Outbound,2017,July,Saturday,6-7 AM,290,2310
130032 Washington,Outbound,2017,July,Saturday,7-8 AM,545,2311
130032 Washington,Outbound,2017,July,Saturday,8-9 AM,779,2312
130032 Washington,Outbound,2017,July,Saturday,9-10 AM,1053,2313
130032 Washington,Outbound,2017,July,Saturday,10-11 AM,1385,2314
130032 Washington,Outbound,2017,July,Saturday,11-12 AM,1565,2315
130032 Washington,Outbound,2017,July,Saturday,12-1 PM,1782,2316
130032 Washington,Outbound,2017,July,Saturday,1-2 PM,1726,2317
130032 Washington,Outbound,2017,July,Saturday,2-3 PM,1639,2318
130032 Washington,Outbound,2017,July,Saturday,3-4 PM,1577,2319
130032 Washington,Outbound,2017,July,Saturday,4-5 PM,1411,2320
130032 Washington,Outbound,2017,July,Saturday,5-6 PM,1263,2321
130032 Washington,Outbound,2017,July,Saturday,6-7 PM,1082,2322
130032 Washington,Outbound,2017,July,Saturday,7-8 PM,1016,2323
130032 Washington,Outbound,2017,July,Saturday,8-9 PM,970,2324
130032 Washington,Outbound,2017,July,Saturday,9-10 PM,961,2325
130032 Washington,Outbound,2017,July,Saturday,10-11 PM,831,2326
130032 Washington,Outbound,2017,July,Saturday,11-12 PM,682,2327
130032 Washington,Outbound,2017,July,Sunday,12-1 AM,519,2328
130032 Washington,Outbound,2017,July,Sunday,1-2 AM,338,2329
130032 Washington,Outbound,2017,July,Sunday,2-3 AM,322,2330
130032 Washington,Outbound,2017,July,Sunday,3-4 AM,183,2331
130032 Washington,Outbound,2017,July,Sunday,4-5 AM,116,2332
130032 Washington,Outbound,2017,July,Sunday,5-6 AM,106,2333
130032 Washington,Outbound,2017,July,Sunday,6-7 AM,176,2334
130032 Washington,Outbound,2017,July,Sunday,7-8 AM,327,2335
130032 Washington,Outbound,2017,July,Sunday,8-9 AM,432,2336
130032 Washington,Outbound,2017,July,Sunday,9-10 AM,716,2337
130032 Washington,Outbound,2017,July,Sunday,10-11 AM,1038,2338
130032 Washington,Outbound,2017,July,Sunday,11-12 AM,1207,2339
130032 Washington,Outbound,2017,July,Sunday,12-1 PM,1384,2340
130032 Washington,Outbound,2017,July,Sunday,1-2 PM,1325,2341
130032 Washington,Outbound,2017,July,Sunday,2-3 PM,1368,2342
130032 Washington,Outbound,2017,July,Sunday,3-4 PM,1445,2343
130032 Washington,Outbound,2017,July,Sunday,4-5 PM,1313,2344
130032 Washington,Outbound,2017,July,Sunday,5-6 PM,1102,2345
130032 Washington,Outbound,2017,July,Sunday,6-7 PM,1001,2346
130032 Washington,Outbound,2017,July,Sunday,7-8 PM,908,2347
130032 Washington,Outbound,2017,July,Sunday,8-9 PM,780,2348
130032 Washington,Outbound,2017,July,Sunday,9-10 PM,667,2349
130032 Washington,Outbound,2017,July,Sunday,10-11 PM,518,2350
130032 Washington,Outbound,2017,July,Sunday,11-12 PM,372,2351
130032 Washington,Inbound,2017,August,Monday,12-1 AM,158,2352
130032 Washington,Inbound,2017,August,Monday,1-2 AM,98,2353
130032 Washington,Inbound,2017,August,Monday,2-3 AM,74,2354
130032 Washington,Inbound,2017,August,Monday,3-4 AM,76,2355
130032 Washington,Inbound,2017,August,Monday,4-5 AM,170,2356
130032 Washington,Inbound,2017,August,Monday,5-6 AM,667,2357
130032 Washington,Inbound,2017,August,Monday,6-7 AM,1624,2358
130032 Washington,Inbound,2017,August,Monday,7-8 AM,2903,2359
130032 Washington,Inbound,2017,August,Monday,8-9 AM,2441,2360
130032 Washington,Inbound,2017,August,Monday,9-10 AM,1507,2361
130032 Washington,Inbound,2017,August,Monday,10-11 AM,1300,2362
130032 Washington,Inbound,2017,August,Monday,11-12 AM,1376,2363
130032 Washington,Inbound,2017,August,Monday,12-1 PM,1516,2364
130032 Washington,Inbound,2017,August,Monday,1-2 PM,1373,2365
130032 Washington,Inbound,2017,August,Monday,2-3 PM,1417,2366
130032 Washington,Inbound,2017,August,Monday,3-4 PM,1398,2367
130032 Washington,Inbound,2017,August,Monday,4-5 PM,1485,2368
130032 Washington,Inbound,2017,August,Monday,5-6 PM,1525,2369
130032 Washington,Inbound,2017,August,Monday,6-7 PM,1243,2370
130032 Washington,Inbound,2017,August,Monday,7-8 PM,962,2371
130032 Washington,Inbound,2017,August,Monday,8-9 PM,802,2372
130032 Washington,Inbound,2017,August,Monday,9-10 PM,617,2373
130032 Washington,Inbound,2017,August,Monday,10-11 PM,489,2374
130032 Washington,Inbound,2017,August,Monday,11-12 PM,282,2375
130032 Washington,Inbound,2017,August,Tuesday,12-1 AM,158,2376
130032 Washington,Inbound,2017,August,Tuesday,1-2 AM,105,2377
130032 Washington,Inbound,2017,August,Tuesday,2-3 AM,80,2378
130032 Washington,Inbound,2017,August,Tuesday,3-4 AM,76,2379
130032 Washington,Inbound,2017,August,Tuesday,4-5 AM,182,2380
130032 Washington,Inbound,2017,August,Tuesday,5-6 AM,718,2381
130032 Washington,Inbound,2017,August,Tuesday,6-7 AM,1750,2382
130032 Washington,Inbound,2017,August,Tuesday,7-8 AM,2813,2383
130032 Washington,Inbound,2017,August,Tuesday,8-9 AM,2524,2384
130032 Washington,Inbound,2017,August,Tuesday,9-10 AM,1605,2385
130032 Washington,Inbound,2017,August,Tuesday,10-11 AM,1406,2386
130032 Washington,Inbound,2017,August,Tuesday,11-12 AM,1470,2387
130032 Washington,Inbound,2017,August,Tuesday,12-1 PM,1580,2388
130032 Washington,Inbound,2017,August,Tuesday,1-2 PM,1553,2389
130032 Washington,Inbound,2017,August,Tuesday,2-3 PM,1470,2390
130032 Washington,Inbound,2017,August,Tuesday,3-4 PM,1434,2391
130032 Washington,Inbound,2017,August,Tuesday,4-5 PM,1571,2392
130032 Washington,Inbound,2017,August,Tuesday,5-6 PM,1610,2393
130032 Washington,Inbound,2017,August,Tuesday,6-7 PM,1363,2394
130032 Washington,Inbound,2017,August,Tuesday,7-8 PM,1060,2395
130032 Washington,Inbound,2017,August,Tuesday,8-9 PM,916,2396
130032 Washington,Inbound,2017,August,Tuesday,9-10 PM,732,2397
130032 Washington,Inbound,2017,August,Tuesday,10-11 PM,560,2398
130032 Washington,Inbound,2017,August,Tuesday,11-12 PM,359,2399
130032 Washington,Inbound,2017,August,Wednesday,12-1 AM,184,2400
130032 Washington,Inbound,2017,August,Wednesday,1-2 AM,105,2401
130032 Washington,Inbound,2017,August,Wednesday,2-3 AM,80,2402
130032 Washington,Inbound,2017,August,Wednesday,3-4 AM,74,2403
130032 Washington,Inbound,2017,August,Wednesday,4-5 AM,177,2404
130032 Washington,Inbound,2017,August,Wednesday,5-6 AM,684,2405
130032 Washington,Inbound,2017,August,Wednesday,6-7 AM,1714,2406
130032 Washington,Inbound,2017,August,Wednesday,7-8 AM,2991,2407
130032 Washington,Inbound,2017,August,Wednesday,8-9 AM,2532,2408
130032 Washington,Inbound,2017,August,Wednesday,9-10 AM,1602,2409
130032 Washington,Inbound,2017,August,Wednesday,10-11 AM,1397,2410
130032 Washington,Inbound,2017,August,Wednesday,11-12 AM,1489,2411
130032 Washington,Inbound,2017,August,Wednesday,12-1 PM,1569,2412
130032 Washington,Inbound,2017,August,Wednesday,1-2 PM,1469,2413
130032 Washington,Inbound,2017,August,Wednesday,2-3 PM,1455,2414
130032 Washington,Inbound,2017,August,Wednesday,3-4 PM,1454,2415
130032 Washington,Inbound,2017,August,Wednesday,4-5 PM,1616,2416
