Station,Direction,Year,Month,Day,Time_Period,Volume,OBJECTID
3004 Park St,SB,2017,February,Thursday,11-12 AM,757,4619
3004 Park St,SB,2017,February,Thursday,12-1 PM,838,4620
3004 Park St,SB,2017,February,Thursday,1-2 PM,785,4621
3004 Park St,SB,2017,February,Thursday,2-3 PM,773,4622
3004 Park St,SB,2017,February,Thursday,3-4 PM,734,4623
3004 Park St,SB,2017,February,Thursday,4-5 PM,820,4624
3004 Park St,SB,2017,February,Thursday,5-6 PM,830,4625
3004 Park St,SB,2017,February,Thursday,6-7 PM,653,4626
3004 Park St,SB,2017,February,Thursday,7-8 PM,383,4627
3004 Park St,SB,2017,February,Thursday,8-9 PM,328,4628
3004 Park St,SB,2017,February,Thursday,9-10 PM,279,4629
3004 Park St,SB,2017,February,Thursday,10-11 PM,229,4630
3004 Park St,SB,2017,February,Thursday,11-12 PM,114,4631
3004 Park St,SB,2017,February,Friday,12-1 AM,76,4632
3004 Park St,SB,2017,February,Friday,1-2 AM,46,4633
3004 Park St,SB,2017,February,Friday,2-3 AM,51,4634
3004 Park St,SB,2017,February,Friday,3-4 AM,28,4635
3004 Park St,SB,2017,February,Friday,4-5 AM,59,4636
3004 Park St,SB,2017,February,Friday,5-6 AM,341,4637
3004 Park St,SB,2017,February,Friday,6-7 AM,903,4638
3004 Park St,SB,2017,February,Friday,7-8 AM,1351,4639
3004 Park St,SB,2017,February,Friday,8-9 AM,1143,4640
3004 Park St,SB,2017,February,Friday,9-10 AM,995,4641
3004 Park St,SB,2017,February,Friday,10-11 AM,801,4642
3004 Park St,SB,2017,February,Friday,11-12 AM,812,4643
3004 Park St,SB,2017,February,Friday,12-1 PM,944,4644
3004 Park St,SB,2017,February,Friday,1-2 PM,825,4645
3004 Park St,SB,2017,February,Friday,2-3 PM,850,4646
3004 Park St,SB,2017,February,Friday,3-4 PM,837,4647
3004 Park St,SB,2017,February,Friday,4-5 PM,879,4648
3004 Park St,SB,2017,February,Friday,5-6 PM,810,4649
3004 Park St,SB,2017,February,Friday,6-7 PM,722,4650
3004 Park St,SB,2017,February,Friday,7-8 PM,464,4651
3004 Park St,SB,2017,February,Friday,8-9 PM,407,4652
3004 Park St,SB,2017,February,Friday,9-10 PM,322,4653
3004 Park St,SB,2017,February,Friday,10-11 PM,290,4654
3004 Park St,SB,2017,February,Friday,11-12 PM,177,4655
3004 Park St,SB,2017,February,Saturday,12-1 AM,115,4656
3004 Park St,SB,2017,February,Saturday,1-2 AM,75,4657
3004 Park St,SB,2017,February,Saturday,2-3 AM,73,4658
3004 Park St,SB,2017,February,Saturday,3-4 AM,48,4659
3004 Park St,SB,2017,February,Saturday,4-5 AM,33,4660
3004 Park St,SB,2017,February,Saturday,5-6 AM,105,4661
3004 Park St,SB,2017,February,Saturday,6-7 AM,339,4662
3004 Park St,SB,2017,February,Saturday,7-8 AM,275,4663
3004 Park St,SB,2017,February,Saturday,8-9 AM,422,4664
3004 Park St,SB,2017,February,Saturday,9-10 AM,608,4665
3004 Park St,SB,2017,February,Saturday,10-11 AM,698,4666
3004 Park St,SB,2017,February,Saturday,11-12 AM,698,4667
3004 Park St,SB,2017,February,Saturday,12-1 PM,808,4668
3004 Park St,SB,2017,February,Saturday,1-2 PM,780,4669
3004 Park St,SB,2017,February,Saturday,2-3 PM,862,4670
3004 Park St,SB,2017,February,Saturday,3-4 PM,1060,4671
3004 Park St,SB,2017,February,Saturday,4-5 PM,764,4672
3004 Park St,SB,2017,February,Saturday,5-6 PM,574,4673
3004 Park St,SB,2017,February,Saturday,6-7 PM,624,4674
3004 Park St,SB,2017,February,Saturday,7-8 PM,442,4675
3004 Park St,SB,2017,February,Saturday,8-9 PM,333,4676
3004 Park St,SB,2017,February,Saturday,9-10 PM,290,4677
3004 Park St,SB,2017,February,Saturday,10-11 PM,268,4678
3004 Park St,SB,2017,February,Saturday,11-12 PM,174,4679
3004 Park St,SB,2017,February,Sunday,12-1 AM,109,4680
3004 Park St,SB,2017,February,Sunday,1-2 AM,78,4681
3004 Park St,SB,2017,February,Sunday,2-3 AM,79,4682
3004 Park St,SB,2017,February,Sunday,3-4 AM,55,4683
3004 Park St,SB,2017,February,Sunday,4-5 AM,53,4684
3004 Park St,SB,2017,February,Sunday,5-6 AM,134,4685
3004 Park St,SB,2017,February,Sunday,6-7 AM,351,4686
3004 Park St,SB,2017,February,Sunday,7-8 AM,161,4687
3004 Park St,SB,2017,February,Sunday,8-9 AM,205,4688
3004 Park St,SB,2017,February,Sunday,9-10 AM,233,4689
3004 Park St,SB,2017,February,Sunday,10-11 AM,300,4690
3004 Park St,SB,2017,February,Sunday,11-12 AM,295,4691
3004 Park St,SB,2017,February,Sunday,12-1 PM,355,4692
3004 Park St,SB,2017,February,Sunday,1-2 PM,418,4693
3004 Park St,SB,2017,February,Sunday,2-3 PM,422,4694
3004 Park St,SB,2017,February,Sunday,3-4 PM,414,4695
3004 Park St,SB,2017,February,Sunday,4-5 PM,380,4696
3004 Park St,SB,2017,February,Sunday,5-6 PM,310,4697
3004 Park St,SB,2017,February,Sunday,6-7 PM,284,4698
3004 Park St,SB,2017,February,Sunday,7-8 PM,174,4699
3004 Park St,SB,2017,February,Sunday,8-9 PM,159,4700
3004 Park St,SB,2017,February,Sunday,9-10 PM,227,4701
3004 Park St,SB,2017,February,Sunday,10-11 PM,257,4702
3004 Park St,SB,2017,February,Sunday,11-12 PM,82,4703
3004 Park St,NB,2016,March,Monday,12-1 AM,72,4704
3004 Park St,NB,2016,March,Monday,1-2 AM,51,4705
3004 Park St,NB,2016,March,Monday,2-3 AM,51,4706
3004 Park St,NB,2016,March,Monday,3-4 AM,25,4707
3004 Park St,NB,2016,March,Monday,4-5 AM,20,4708
3004 Park St,NB,2016,March,Monday,5-6 AM,99,4709
3004 Park St,NB,2016,March,Monday,6-7 AM,235,4710
3004 Park St,NB,2016,March,Monday,7-8 AM,578,4711
3004 Park St,NB,2016,March,Monday,8-9 AM,591,4712
3004 Park St,NB,2016,March,Monday,9-10 AM,564,4713
3004 Park St,NB,2016,March,Monday,10-11 AM,688,4714
3004 Park St,NB,2016,March,Monday,11-12 AM,785,4715
3004 Park St,NB,2016,March,Monday,12-1 PM,807,4716
3004 Park St,NB,2016,March,Monday,1-2 PM,807,4717
3004 Park St,NB,2016,March,Monday,2-3 PM,1018,4718
3004 Park St,NB,2016,March,Monday,3-4 PM,1252,4719
3004 Park St,NB,2016,March,Monday,4-5 PM,1479,4720
3004 Park St,NB,2016,March,Monday,5-6 PM,1274,4721
3004 Park St,NB,2016,March,Monday,6-7 PM,744,4722
3004 Park St,NB,2016,March,Monday,7-8 PM,560,4723
3004 Park St,NB,2016,March,Monday,8-9 PM,391,4724
3004 Park St,NB,2016,March,Monday,9-10 PM,324,4725
3004 Park St,NB,2016,March,Monday,10-11 PM,205,4726
3004 Park St,NB,2016,March,Monday,11-12 PM,205,4727
3004 Park St,NB,2016,March,Tuesday,12-1 AM,90,4728
3004 Park St,NB,2016,March,Tuesday,1-2 AM,92,4729
3004 Park St,NB,2016,March,Tuesday,2-3 AM,66,4730
3004 Park St,NB,2016,March,Tuesday,3-4 AM,32,4731
3004 Park St,NB,2016,March,Tuesday,4-5 AM,29,4732
3004 Park St,NB,2016,March,Tuesday,5-6 AM,129,4733
3004 Park St,NB,2016,March,Tuesday,6-7 AM,250,4734
3004 Park St,NB,2016,March,Tuesday,7-8 AM,521,4735
3004 Park St,NB,2016,March,Tuesday,8-9 AM,544,4736
3004 Park St,NB,2016,March,Tuesday,9-10 AM,527,4737
3004 Park St,NB,2016,March,Tuesday,10-11 AM,533,4738
3004 Park St,NB,2016,March,Tuesday,11-12 AM,647,4739
3004 Park St,NB,2016,March,Tuesday,12-1 PM,702,4740
3004 Park St,NB,2016,March,Tuesday,1-2 PM,728,4741
3004 Park St,NB,2016,March,Tuesday,2-3 PM,904,4742
3004 Park St,NB,2016,March,Tuesday,3-4 PM,1182,4743
3004 Park St,NB,2016,March,Tuesday,4-5 PM,1373,4744
3004 Park St,NB,2016,March,Tuesday,5-6 PM,1189,4745
3004 Park St,NB,2016,March,Tuesday,6-7 PM,710,4746
3004 Park St,NB,2016,March,Tuesday,7-8 PM,561,4747
3004 Park St,NB,2016,March,Tuesday,8-9 PM,428,4748
3004 Park St,NB,2016,March,Tuesday,9-10 PM,332,4749
3004 Park St,NB,2016,March,Tuesday,10-11 PM,199,4750
3004 Park St,NB,2016,March,Tuesday,11-12 PM,227,4751
3004 Park St,NB,2016,March,Wednesday,12-1 AM,99,4752
3004 Park St,NB,2016,March,Wednesday,1-2 AM,107,4753
3004 Park St,NB,2016,March,Wednesday,2-3 AM,64,4754
3004 Park St,NB,2016,March,Wednesday,3-4 AM,35,4755
3004 Park St,NB,2016,March,Wednesday,4-5 AM,27,4756
3004 Park St,NB,2016,March,Wednesday,5-6 AM,100,4757
3004 Park St,NB,2016,March,Wednesday,6-7 AM,235,4758
3004 Park St,NB,2016,March,Wednesday,7-8 AM,624,4759
3004 Park St,NB,2016,March,Wednesday,8-9 AM,549,4760
3004 Park St,NB,2016,March,Wednesday,9-10 AM,563,4761
3004 Park St,NB,2016,March,Wednesday,10-11 AM,640,4762
3004 Park St,NB,2016,March,Wednesday,11-12 AM,797,4763
3004 Park St,NB,2016,March,Wednesday,12-1 PM,826,4764
3004 Park St,NB,2016,March,Wednesday,1-2 PM,790,4765
3004 Park St,NB,2016,March,Wednesday,2-3 PM,976,4766
3004 Park St,NB,2016,March,Wednesday,3-4 PM,1291,4767
3004 Park St,NB,2016,March,Wednesday,4-5 PM,1482,4768
3004 Park St,NB,2016,March,Wednesday,5-6 PM,1186,4769
3004 Park St,NB,2016,March,Wednesday,6-7 PM,728,4770
3004 Park St,NB,2016,March,Wednesday,7-8 PM,663,4771
3004 Park St,NB,2016,March,Wednesday,8-9 PM,482,4772
3004 Park St,NB,2016,March,Wednesday,9-10 PM,322,4773
3004 Park St,NB,2016,March,Wednesday,10-11 PM,226,4774
3004 Park St,NB,2016,March,Wednesday,11-12 PM,234,4775
3004 Park St,NB,2016,March,Thursday,12-1 AM,118,4776
3004 Park St,NB,2016,March,Thursday,1-2 AM,110,4777
3004 Park St,NB,2016,March,Thursday,2-3 AM,77,4778
3004 Park St,NB,2016,March,Thursday,3-4 AM,43,4779
3004 Park St,NB,2016,March,Thursday,4-5 AM,24,4780
3004 Park St,NB,2016,March,Thursday,5-6 AM,106,4781
3004 Park St,NB,2016,March,Thursday,6-7 AM,256,4782
3004 Park St,NB,2016,March,Thursday,7-8 AM,588,4783
3004 Park St,NB,2016,March,Thursday,8-9 AM,552,4784
3004 Park St,NB,2016,March,Thursday,9-10 AM,576,4785
3004 Park St,NB,2016,March,Thursday,10-11 AM,608,4786
3004 Park St,NB,2016,March,Thursday,11-12 AM,782,4787
3004 Park St,NB,2016,March,Thursday,12-1 PM,897,4788
3004 Park St,NB,2016,March,Thursday,1-2 PM,828,4789
3004 Park St,NB,2016,March,Thursday,2-3 PM,994,4790
3004 Park St,NB,2016,March,Thursday,3-4 PM,1364,4791
3004 Park St,NB,2016,March,Thursday,4-5 PM,1438,4792
3004 Park St,NB,2016,March,Thursday,5-6 PM,1354,4793
3004 Park St,NB,2016,March,Thursday,6-7 PM,765,4794
3004 Park St,NB,2016,March,Thursday,7-8 PM,588,4795
3004 Park St,NB,2016,March,Thursday,8-9 PM,448,4796
3004 Park St,NB,2016,March,Thursday,9-10 PM,359,4797
3004 Park St,NB,2016,March,Thursday,10-11 PM,246,4798
3004 Park St,NB,2016,March,Thursday,11-12 PM,217,4799
3004 Park St,NB,2016,March,Friday,12-1 AM,123,4800
3004 Park St,NB,2016,March,Friday,1-2 AM,118,4801
3004 Park St,NB,2016,March,Friday,2-3 AM,83,4802
3004 Park St,NB,2016,March,Friday,3-4 AM,58,4803
3004 Park St,NB,2016,March,Friday,4-5 AM,39,4804
3004 Park St,NB,2016,March,Friday,5-6 AM,87,4805
3004 Park St,NB,2016,March,Friday,6-7 AM,245,4806
3004 Park St,NB,2016,March,Friday,7-8 AM,620,4807
3004 Park St,NB,2016,March,Friday,8-9 AM,565,4808
3004 Park St,NB,2016,March,Friday,9-10 AM,614,4809
3004 Park St,NB,2016,March,Friday,10-11 AM,729,4810
3004 Park St,NB,2016,March,Friday,11-12 AM,833,4811
3004 Park St,NB,2016,March,Friday,12-1 PM,930,4812
3004 Park St,NB,2016,March,Friday,1-2 PM,883,4813
3004 Park St,NB,2016,March,Friday,2-3 PM,1132,4814
3004 Park St,NB,2016,March,Friday,3-4 PM,1354,4815
3004 Park St,NB,2016,March,Friday,4-5 PM,1489,4816
3004 Park St,NB,2016,March,Friday,5-6 PM,1231,4817
3004 Park St,NB,2016,March,Friday,6-7 PM,706,4818
3004 Park St,NB,2016,March,Friday,7-8 PM,587,4819
3004 Park St,NB,2016,March,Friday,8-9 PM,469,4820
3004 Park St,NB,2016,March,Friday,9-10 PM,511,4821
3004 Park St,NB,2016,March,Friday,10-11 PM,353,4822
3004 Park St,NB,2016,March,Friday,11-12 PM,310,4823
3004 Park St,NB,2016,March,Saturday,12-1 AM,178,4824
3004 Park St,NB,2016,March,Saturday,1-2 AM,140,4825
3004 Park St,NB,2016,March,Saturday,2-3 AM,130,4826
3004 Park St,NB,2016,March,Saturday,3-4 AM,80,4827
3004 Park St,NB,2016,March,Saturday,4-5 AM,43,4828
3004 Park St,NB,2016,March,Saturday,5-6 AM,52,4829
3004 Park St,NB,2016,March,Saturday,6-7 AM,99,4830
3004 Park St,NB,2016,March,Saturday,7-8 AM,270,4831
3004 Park St,NB,2016,March,Saturday,8-9 AM,347,4832
3004 Park St,NB,2016,March,Saturday,9-10 AM,481,4833
3004 Park St,NB,2016,March,Saturday,10-11 AM,589,4834
3004 Park St,NB,2016,March,Saturday,11-12 AM,585,4835
3004 Park St,NB,2016,March,Saturday,12-1 PM,727,4836
3004 Park St,NB,2016,March,Saturday,1-2 PM,672,4837
3004 Park St,NB,2016,March,Saturday,2-3 PM,743,4838
3004 Park St,NB,2016,March,Saturday,3-4 PM,791,4839
3004 Park St,NB,2016,March,Saturday,4-5 PM,789,4840
3004 Park St,NB,2016,March,Saturday,5-6 PM,705,4841
3004 Park St,NB,2016,March,Saturday,6-7 PM,531,4842
3004 Park St,NB,2016,March,Saturday,7-8 PM,479,4843
3004 Park St,NB,2016,March,Saturday,8-9 PM,393,4844
3004 Park St,NB,2016,March,Saturday,9-10 PM,338,4845
3004 Park St,NB,2016,March,Saturday,10-11 PM,329,4846
3004 Park St,NB,2016,March,Saturday,11-12 PM,267,4847
3004 Park St,NB,2016,March,Sunday,12-1 AM,168,4848
3004 Park St,NB,2016,March,Sunday,1-2 AM,143,4849
3004 Park St,NB,2016,March,Sunday,2-3 AM,0,4850
3004 Park St,NB,2016,March,Sunday,3-4 AM,163,4851
3004 Park St,NB,2016,March,Sunday,4-5 AM,72,4852
3004 Park St,NB,2016,March,Sunday,5-6 AM,55,4853
3004 Park St,NB,2016,March,Sunday,6-7 AM,63,4854
3004 Park St,NB,2016,March,Sunday,7-8 AM,178,4855
3004 Park St,NB,2016,March,Sunday,8-9 AM,196,4856
3004 Park St,NB,2016,March,Sunday,9-10 AM,279,4857
3004 Park St,NB,2016,March,Sunday,10-11 AM,347,4858
3004 Park St,NB,2016,March,Sunday,11-12 AM,485,4859
3004 Park St,NB,2016,March,Sunday,12-1 PM,612,4860
3004 Park St,NB,2016,March,Sunday,1-2 PM,609,4861
3004 Park St,NB,2016,March,Sunday,2-3 PM,701,4862
3004 Park St,NB,2016,March,Sunday,3-4 PM,737,4863
3004 Park St,NB,2016,March,Sunday,4-5 PM,614,4864
3004 Park St,NB,2016,March,Sunday,5-6 PM,572,4865
3004 Park St,NB,2016,March,Sunday,6-7 PM,498,4866
3004 Park St,NB,2016,March,Sunday,7-8 PM,495,4867
3004 Park St,NB,2016,March,Sunday,8-9 PM,352,4868
3004 Park St,NB,2016,March,Sunday,9-10 PM,238,4869
3004 Park St,NB,2016,March,Sunday,10-11 PM,227,4870
3004 Park St,NB,2016,March,Sunday,11-12 PM,190,4871
3004 Park St,SB,2017,March,Monday,12-1 AM,28,4872
3004 Park St,SB,2017,March,Monday,1-2 AM,53,4873
3004 Park St,SB,2017,March,Monday,2-3 AM,41,4874
3004 Park St,SB,2017,March,Monday,3-4 AM,34,4875
3004 Park St,SB,2017,March,Monday,4-5 AM,46,4876
3004 Park St,SB,2017,March,Monday,5-6 AM,349,4877
3004 Park St,SB,2017,March,Monday,6-7 AM,921,4878
3004 Park St,SB,2017,March,Monday,7-8 AM,1371,4879
3004 Park St,SB,2017,March,Monday,8-9 AM,1168,4880
3004 Park St,SB,2017,March,Monday,9-10 AM,909,4881
3004 Park St,SB,2017,March,Monday,10-11 AM,777,4882
3004 Park St,SB,2017,March,Monday,11-12 AM,815,4883
3004 Park St,SB,2017,March,Monday,12-1 PM,851,4884
3004 Park St,SB,2017,March,Monday,1-2 PM,793,4885
3004 Park St,SB,2017,March,Monday,2-3 PM,785,4886
3004 Park St,SB,2017,March,Monday,3-4 PM,743,4887
3004 Park St,SB,2017,March,Monday,4-5 PM,775,4888
3004 Park St,SB,2017,March,Monday,5-6 PM,754,4889
3004 Park St,SB,2017,March,Monday,6-7 PM,649,4890
3004 Park St,SB,2017,March,Monday,7-8 PM,348,4891
3004 Park St,SB,2017,March,Monday,8-9 PM,300,4892
3004 Park St,SB,2017,March,Monday,9-10 PM,236,4893
3004 Park St,SB,2017,March,Monday,10-11 PM,193,4894
3004 Park St,SB,2017,March,Monday,11-12 PM,68,4895
3004 Park St,SB,2017,March,Tuesday,12-1 AM,45,4896
3004 Park St,SB,2017,March,Tuesday,1-2 AM,37,4897
3004 Park St,SB,2017,March,Tuesday,2-3 AM,37,4898
3004 Park St,SB,2017,March,Tuesday,3-4 AM,35,4899
3004 Park St,SB,2017,March,Tuesday,4-5 AM,62,4900
3004 Park St,SB,2017,March,Tuesday,5-6 AM,355,4901
3004 Park St,SB,2017,March,Tuesday,6-7 AM,919,4902
3004 Park St,SB,2017,March,Tuesday,7-8 AM,1249,4903
3004 Park St,SB,2017,March,Tuesday,8-9 AM,1248,4904
3004 Park St,SB,2017,March,Tuesday,9-10 AM,813,4905
3004 Park St,SB,2017,March,Tuesday,10-11 AM,694,4906
3004 Park St,SB,2017,March,Tuesday,11-12 AM,701,4907
3004 Park St,SB,2017,March,Tuesday,12-1 PM,735,4908
3004 Park St,SB,2017,March,Tuesday,1-2 PM,682,4909
3004 Park St,SB,2017,March,Tuesday,2-3 PM,755,4910
3004 Park St,SB,2017,March,Tuesday,3-4 PM,670,4911
3004 Park St,SB,2017,March,Tuesday,4-5 PM,750,4912
3004 Park St,SB,2017,March,Tuesday,5-6 PM,662,4913
3004 Park St,SB,2017,March,Tuesday,6-7 PM,597,4914
3004 Park St,SB,2017,March,Tuesday,7-8 PM,350,4915
3004 Park St,SB,2017,March,Tuesday,8-9 PM,327,4916
3004 Park St,SB,2017,March,Tuesday,9-10 PM,240,4917
3004 Park St,SB,2017,March,Tuesday,10-11 PM,227,4918
3004 Park St,SB,2017,March,Tuesday,11-12 PM,105,4919
3004 Park St,SB,2017,March,Wednesday,12-1 AM,54,4920
3004 Park St,SB,2017,March,Wednesday,1-2 AM,30,4921
3004 Park St,SB,2017,March,Wednesday,2-3 AM,34,4922
3004 Park St,SB,2017,March,Wednesday,3-4 AM,32,4923
3004 Park St,SB,2017,March,Wednesday,4-5 AM,53,4924
3004 Park St,SB,2017,March,Wednesday,5-6 AM,373,4925
3004 Park St,SB,2017,March,Wednesday,6-7 AM,1003,4926
3004 Park St,SB,2017,March,Wednesday,7-8 AM,1458,4927
3004 Park St,SB,2017,March,Wednesday,8-9 AM,1176,4928
3004 Park St,SB,2017,March,Wednesday,9-10 AM,941,4929
3004 Park St,SB,2017,March,Wednesday,10-11 AM,759,4930
3004 Park St,SB,2017,March,Wednesday,11-12 AM,771,4931
3004 Park St,SB,2017,March,Wednesday,12-1 PM,829,4932
3004 Park St,SB,2017,March,Wednesday,1-2 PM,768,4933
3004 Park St,SB,2017,March,Wednesday,2-3 PM,794,4934
3004 Park St,SB,2017,March,Wednesday,3-4 PM,771,4935
3004 Park St,SB,2017,March,Wednesday,4-5 PM,812,4936
3004 Park St,SB,2017,March,Wednesday,5-6 PM,824,4937
3004 Park St,SB,2017,March,Wednesday,6-7 PM,692,4938
3004 Park St,SB,2017,March,Wednesday,7-8 PM,394,4939
3004 Park St,SB,2017,March,Wednesday,8-9 PM,309,4940
3004 Park St,SB,2017,March,Wednesday,9-10 PM,268,4941
3004 Park St,SB,2017,March,Wednesday,10-11 PM,222,4942
3004 Park St,SB,2017,March,Wednesday,11-12 PM,109,4943
3004 Park St,SB,2017,March,Thursday,12-1 AM,61,4944
3004 Park St,SB,2017,March,Thursday,1-2 AM,36,4945
3004 Park St,SB,2017,March,Thursday,2-3 AM,45,4946
3004 Park St,SB,2017,March,Thursday,3-4 AM,40,4947
3004 Park St,SB,2017,March,Thursday,4-5 AM,60,4948
3004 Park St,SB,2017,March,Thursday,5-6 AM,379,4949
3004 Park St,SB,2017,March,Thursday,6-7 AM,970,4950
3004 Park St,SB,2017,March,Thursday,7-8 AM,1436,4951
3004 Park St,SB,2017,March,Thursday,8-9 AM,1312,4952
3004 Park St,SB,2017,March,Thursday,9-10 AM,933,4953
3004 Park St,SB,2017,March,Thursday,10-11 AM,818,4954
3004 Park St,SB,2017,March,Thursday,11-12 AM,804,4955
3004 Park St,SB,2017,March,Thursday,12-1 PM,887,4956
3004 Park St,SB,2017,March,Thursday,1-2 PM,821,4957
3004 Park St,SB,2017,March,Thursday,2-3 PM,806,4958
3004 Park St,SB,2017,March,Thursday,3-4 PM,792,4959
3004 Park St,SB,2017,March,Thursday,4-5 PM,806,4960
3004 Park St,SB,2017,March,Thursday,5-6 PM,801,4961
3004 Park St,SB,2017,March,Thursday,6-7 PM,623,4962
3004 Park St,SB,2017,March,Thursday,7-8 PM,381,4963
3004 Park St,SB,2017,March,Thursday,8-9 PM,357,4964
3004 Park St,SB,2017,March,Thursday,9-10 PM,259,4965
3004 Park St,SB,2017,March,Thursday,10-11 PM,257,4966
3004 Park St,SB,2017,March,Thursday,11-12 PM,118,4967
3004 Park St,SB,2017,March,Friday,12-1 AM,81,4968
3004 Park St,SB,2017,March,Friday,1-2 AM,54,4969
3004 Park St,SB,2017,March,Friday,2-3 AM,53,4970
3004 Park St,SB,2017,March,Friday,3-4 AM,40,4971
3004 Park St,SB,2017,March,Friday,4-5 AM,67,4972
3004 Park St,SB,2017,March,Friday,5-6 AM,321,4973
3004 Park St,SB,2017,March,Friday,6-7 AM,933,4974
3004 Park St,SB,2017,March,Friday,7-8 AM,1412,4975
3004 Park St,SB,2017,March,Friday,8-9 AM,1159,4976
3004 Park St,SB,2017,March,Friday,9-10 AM,929,4977
3004 Park St,SB,2017,March,Friday,10-11 AM,859,4978
3004 Park St,SB,2017,March,Friday,11-12 AM,928,4979
3004 Park St,SB,2017,March,Friday,12-1 PM,900,4980
3004 Park St,SB,2017,March,Friday,1-2 PM,889,4981
3004 Park St,SB,2017,March,Friday,2-3 PM,919,4982
3004 Park St,SB,2017,March,Friday,3-4 PM,920,4983
3004 Park St,SB,2017,March,Friday,4-5 PM,1007,4984
3004 Park St,SB,2017,March,Friday,5-6 PM,896,4985
3004 Park St,SB,2017,March,Friday,6-7 PM,736,4986
3004 Park St,SB,2017,March,Friday,7-8 PM,433,4987
3004 Park St,SB,2017,March,Friday,8-9 PM,362,4988
3004 Park St,SB,2017,March,Friday,9-10 PM,311,4989
3004 Park St,SB,2017,March,Friday,10-11 PM,299,4990
3004 Park St,SB,2017,March,Friday,11-12 PM,171,4991
3004 Park St,SB,2017,March,Saturday,12-1 AM,96,4992
3004 Park St,SB,2017,March,Saturday,1-2 AM,71,4993
3004 Park St,SB,2017,March,Saturday,2-3 AM,63,4994
3004 Park St,SB,2017,March,Saturday,3-4 AM,47,4995
3004 Park St,SB,2017,March,Saturday,4-5 AM,32,4996
3004 Park St,SB,2017,March,Saturday,5-6 AM,106,4997
3004 Park St,SB,2017,March,Saturday,6-7 AM,326,4998
3004 Park St,SB,2017,March,Saturday,7-8 AM,292,4999
3004 Park St,SB,2017,March,Saturday,8-9 AM,506,5000
3004 Park St,SB,2017,March,Saturday,9-10 AM,611,5001
3004 Park St,SB,2017,March,Saturday,10-11 AM,712,5002
3004 Park St,SB,2017,March,Saturday,11-12 AM,718,5003
3004 Park St,SB,2017,March,Saturday,12-1 PM,803,5004
3004 Park St,SB,2017,March,Saturday,1-2 PM,765,5005
3004 Park St,SB,2017,March,Saturday,2-3 PM,792,5006
3004 Park St,SB,2017,March,Saturday,3-4 PM,662,5007
3004 Park St,SB,2017,March,Saturday,4-5 PM,682,5008
3004 Park St,SB,2017,March,Saturday,5-6 PM,664,5009
3004 Park St,SB,2017,March,Saturday,6-7 PM,677,5010
3004 Park St,SB,2017,March,Saturday,7-8 PM,366,5011
3004 Park St,SB,2017,March,Saturday,8-9 PM,319,5012
3004 Park St,SB,2017,March,Saturday,9-10 PM,296,5013
3004 Park St,SB,2017,March,Saturday,10-11 PM,240,5014
3004 Park St,SB,2017,March,Saturday,11-12 PM,195,5015
3004 Park St,SB,2017,March,Sunday,12-1 AM,138,5016
3004 Park St,SB,2017,March,Sunday,1-2 AM,92,5017
3004 Park St,SB,2017,March,Sunday,2-3 AM,0,5018
3004 Park St,SB,2017,March,Sunday,3-4 AM,61,5019
3004 Park St,SB,2017,March,Sunday,4-5 AM,46,5020
3004 Park St,SB,2017,March,Sunday,5-6 AM,77,5021
3004 Park St,SB,2017,March,Sunday,6-7 AM,271,5022
3004 Park St,SB,2017,March,Sunday,7-8 AM,165,5023
3004 Park St,SB,2017,March,Sunday,8-9 AM,266,5024
3004 Park St,SB,2017,March,Sunday,9-10 AM,357,5025
3004 Park St,SB,2017,March,Sunday,10-11 AM,472,5026
3004 Park St,SB,2017,March,Sunday,11-12 AM,523,5027
3004 Park St,SB,2017,March,Sunday,12-1 PM,638,5028
3004 Park St,SB,2017,March,Sunday,1-2 PM,635,5029
3004 Park St,SB,2017,March,Sunday,2-3 PM,735,5030
3004 Park St,SB,2017,March,Sunday,3-4 PM,547,5031
3004 Park St,SB,2017,March,Sunday,4-5 PM,512,5032
3004 Park St,SB,2017,March,Sunday,5-6 PM,552,5033
3004 Park St,SB,2017,March,Sunday,6-7 PM,543,5034
3004 Park St,SB,2017,March,Sunday,7-8 PM,363,5035
3004 Park St,SB,2017,March,Sunday,8-9 PM,326,5036
3004 Park St,SB,2017,March,Sunday,9-10 PM,227,5037
3004 Park St,SB,2017,March,Sunday,10-11 PM,209,5038
3004 Park St,SB,2017,March,Sunday,11-12 PM,101,5039
3004 Park St,NB,2016,April,Monday,12-1 AM,88,5040
3004 Park St,NB,2016,April,Monday,1-2 AM,45,5041
3004 Park St,NB,2016,April,Monday,2-3 AM,26,5042
3004 Park St,NB,2016,April,Monday,3-4 AM,44,5043
3004 Park St,NB,2016,April,Monday,4-5 AM,28,5044
3004 Park St,NB,2016,April,Monday,5-6 AM,75,5045
3004 Park St,NB,2016,April,Monday,6-7 AM,233,5046
3004 Park St,NB,2016,April,Monday,7-8 AM,558,5047
3004 Park St,NB,2016,April,Monday,8-9 AM,538,5048
3004 Park St,NB,2016,April,Monday,9-10 AM,601,5049
3004 Park St,NB,2016,April,Monday,10-11 AM,653,5050
3004 Park St,NB,2016,April,Monday,11-12 AM,752,5051
3004 Park St,NB,2016,April,Monday,12-1 PM,831,5052
3004 Park St,NB,2016,April,Monday,1-2 PM,842,5053
3004 Park St,NB,2016,April,Monday,2-3 PM,1025,5054
