rank,cross_1,cross_2,impact_index,generated_time,agent_range,agent_interval
301,N Mills,University,-0.13208402547985937,2020-10-11 20:36:29.231301,0.6,0.05
302,Jenifer,S Baldwin,-0.13271114797039743,2020-10-11 20:36:29.231301,0.6,0.05
303,Mckenna,Hammersley,-0.13275030070723812,2020-10-11 20:36:29.231301,0.6,0.05
304,Beltline S,Sergenians,-0.1337286458740234,2020-10-11 20:36:29.231301,0.6,0.05
305,Jenifer,S Paterson,-0.13414761569216044,2020-10-11 20:36:29.231301,0.6,0.05
306,Allen,Lake,-0.13581582792361596,2020-10-11 20:36:29.231301,0.6,0.05
307,Campus,Babcock,-0.13591920240466823,2020-10-11 20:36:29.231301,0.6,0.05
308,Greenway,Deming,-0.1372898522565995,2020-10-11 20:36:29.231301,0.6,0.05
309,N Bedford,W Mifflin,-0.13787512779425748,2020-10-11 20:36:29.231301,0.6,0.05
310,Monroe,Spooner,-0.13813318284005216,2020-10-11 20:36:29.231301,0.6,0.05
311,Todd,Beltline S,-0.13855110802976311,2020-10-11 20:36:29.231301,0.6,0.05
312,Jenifer,S Ingersoll,-0.13960029220528536,2020-10-11 20:36:29.231301,0.6,0.05
313,Mohawk,Danbury,-0.13962726359318584,2020-10-11 20:36:29.231301,0.6,0.05
314,Old Middleton,Norman,-0.13981076118642546,2020-10-11 20:36:29.231301,0.6,0.05
315,Milwaukee,E Washington,-0.14089650903565398,2020-10-11 20:36:29.231301,0.6,0.05
316,Atwood,Ohio,-0.140945977220908,2020-10-11 20:36:29.231301,0.6,0.05
317,S Thompson,1309,-0.14141480509431636,2020-10-11 20:36:29.231301,0.6,0.05
318,Commonwealth,Gregory,-0.141662544603557,2020-10-11 20:36:29.231301,0.6,0.05
319,S Thompson,Milwaukee,-0.14302412234546813,2020-10-11 20:36:29.231301,0.6,0.05
320,N Hamilton,E Johnson,-0.14306271634575635,2020-10-11 20:36:29.231301,0.6,0.05
321,Inwood,Open Wood,-0.1433892922492938,2020-10-11 20:36:29.231301,0.6,0.05
322,N Mills,W Dayton,-0.14379399836115697,2020-10-11 20:36:29.231301,0.6,0.05
323,East Towne,E Springs,-0.147077499558991,2020-10-11 20:36:29.231301,0.6,0.05
324,American,American Family,-0.14766067205618139,2020-10-11 20:36:29.231301,0.6,0.05
325,Oakridge,Welch,-0.14781150656864367,2020-10-11 20:36:29.231301,0.6,0.05
326,E Gorham,N Butler,-0.14805603878052484,2020-10-11 20:36:29.231301,0.6,0.05
327,University Bay,Lot 76,-0.14865335832835092,2020-10-11 20:36:29.231301,0.6,0.05
328,S High Point,Big Sky,-0.14886321369356179,2020-10-11 20:36:29.231301,0.6,0.05
329,Verona W,Summit,-0.14925068979689493,2020-10-11 20:36:29.231301,0.6,0.05
330,N Park,W Dayton,-0.14962573463067233,2020-10-11 20:36:29.231301,0.6,0.05
331,E Washington,S Baldwin,-0.15095020878271542,2020-10-11 20:36:29.231301,0.6,0.05
332,N Mills,Spring,-0.15224386270274326,2020-10-11 20:36:29.231301,0.6,0.05
333,Fitchrona,Kapec,-0.15308011201017585,2020-10-11 20:36:29.231301,0.6,0.05
334,Milwaukee,Milo,-0.15331179115092716,2020-10-11 20:36:29.231301,0.6,0.05
335,Lake Point,1566,-0.15332227922996633,2020-10-11 20:36:29.231301,0.6,0.05
336,Watts,N Burberry,-0.15404831354570056,2020-10-11 20:36:29.231301,0.6,0.05
337,Eagan,E Washington,-0.15445550004719,2020-10-11 20:36:29.231301,0.6,0.05
338,W Doty,S Henry,-0.15566455623248357,2020-10-11 20:36:29.231301,0.6,0.05
339,Merryturn,Queensbridge,-0.15646390906266516,2020-10-11 20:36:29.231301,0.6,0.05
340,N Fair Oaks,E Washington,-0.15703520571284948,2020-10-11 20:36:29.231301,0.6,0.05
341,University,Lakeview,-0.15723768311914213,2020-10-11 20:36:29.231301,0.6,0.05
342,E Washington,N Livingston,-0.15736303476488506,2020-10-11 20:36:29.231301,0.6,0.05
343,W Dayton,N Lake,-0.15867427637294615,2020-10-11 20:36:29.231301,0.6,0.05
344,Atwood,Evergreen,-0.1596414234503737,2020-10-11 20:36:29.231301,0.6,0.05
345,Dempsey,Gary,-0.1597635482225445,2020-10-11 20:36:29.231301,0.6,0.05
346,Deming,J Q Hammons,-0.15987950302987736,2020-10-11 20:36:29.231301,0.6,0.05
347,W Dayton,N Orchard,-0.16039437982874383,2020-10-11 20:36:29.231301,0.6,0.05
348,Junction,Elderberry,-0.16183064713395934,2020-10-11 20:36:29.231301,0.6,0.05
349,Bluff,N Blackhawk,-0.16259817617171984,2020-10-11 20:36:29.231301,0.6,0.05
350,N Bassett,W Dayton,-0.16425994744997224,2020-10-11 20:36:29.231301,0.6,0.05
351,E Gorham,N Blair,-0.16440918514107522,2020-10-11 20:36:29.231301,0.6,0.05
352,E Washington,E Johnson,-0.16459130679864253,2020-10-11 20:36:29.231301,0.6,0.05
353,King James,Anton,-0.16462177376682968,2020-10-11 20:36:29.231301,0.6,0.05
354,Regent,N Whitney,-0.16595948603731836,2020-10-11 20:36:29.231301,0.6,0.05
355,W Dayton,N Frances,-0.16596422884603418,2020-10-11 20:36:29.231301,0.6,0.05
356,N Randall,Engineering,-0.16616214030576656,2020-10-11 20:36:29.231301,0.6,0.05
357,Commercial,North,-0.16737112979680766,2020-10-11 20:36:29.231301,0.6,0.05
358,Mohawk,Whenona,-0.16823890347952897,2020-10-11 20:36:29.231301,0.6,0.05
359,J Q Hammons,Greenway,-0.1703153470957034,2020-10-11 20:36:29.231301,0.6,0.05
360,Walter,Hargrove,-0.17224180706626524,2020-10-11 20:36:29.231301,0.6,0.05
361,Davies,Major,-0.17347963971389121,2020-10-11 20:36:29.231301,0.6,0.05
362,Gilson,W Olin,-0.1735926880437233,2020-10-11 20:36:29.231301,0.6,0.05
363,Regent,Rock,-0.17415111730811403,2020-10-11 20:36:29.231301,0.6,0.05
364,Park,Hubbard,-0.17455411795991133,2020-10-11 20:36:29.231301,0.6,0.05
365,American,Buttonwood,-0.17806588614439808,2020-10-11 20:36:29.231301,0.6,0.05
366,N Stoughton E,N Stoughton,-0.17818035115667757,2020-10-11 20:36:29.231301,0.6,0.05
367,Brandenburg,Freese,-0.1782057309985365,2020-10-11 20:36:29.231301,0.6,0.05
368,Fish Hatchery,Greenway,-0.18005667241634699,2020-10-11 20:36:29.231301,0.6,0.05
369,Pflaum,Camden,-0.18031496902794977,2020-10-11 20:36:29.231301,0.6,0.05
370,Monroe,S Breese,-0.18205967946007007,2020-10-11 20:36:29.231301,0.6,0.05
371,Fisher,Dane,-0.18332345774457648,2020-10-11 20:36:29.231301,0.6,0.05
372,Seminole,Doncaster,-0.18337672490503754,2020-10-11 20:36:29.231301,0.6,0.05
373,Lovell,Chalet Gardens,-0.18806016815332555,2020-10-11 20:36:29.231301,0.6,0.05
374,Schroeder,Chapel Hill,-0.18906988021424673,2020-10-11 20:36:29.231301,0.6,0.05
375,Beltline S,Underpass,-0.18929574390392057,2020-10-11 20:36:29.231301,0.6,0.05
376,E Washington,S Blair,-0.18956642264206983,2020-10-11 20:36:29.231301,0.6,0.05
377,Waterford,Manchester,-0.19031050252137155,2020-10-11 20:36:29.231301,0.6,0.05
378,Delaware,Tennessee,-0.1906085685240595,2020-10-11 20:36:29.231301,0.6,0.05
379,Terrace,Middleton,-0.1906860071709432,2020-10-11 20:36:29.231301,0.6,0.05
380,University,Maple,-0.19071331296783353,2020-10-11 20:36:29.231301,0.6,0.05
381,Linden,Henry,-0.19075619803290506,2020-10-11 20:36:29.231301,0.6,0.05
382,E Johnson,N Blount,-0.19156853442025396,2020-10-11 20:36:29.231301,0.6,0.05
383,N Rosa,Regent,-0.193750321309642,2020-10-11 20:36:29.231301,0.6,0.05
384,University,Bristol,-0.19382164045275266,2020-10-11 20:36:29.231301,0.6,0.05
385,Verona E,Red Arrow,-0.19492459074695676,2020-10-11 20:36:29.231301,0.6,0.05
386,N Webster,E Mifflin,-0.1963926678049349,2020-10-11 20:36:29.231301,0.6,0.05
387,North Star,Sharpsburg,-0.19665676339063065,2020-10-11 20:36:29.231301,0.6,0.05
388,S High Point,Mineral Point,-0.19983371919683995,2020-10-11 20:36:29.231301,0.6,0.05
389,Kings Mill,E Buckeye,-0.20052630891051465,2020-10-11 20:36:29.231301,0.6,0.05
390,Branch,Pheasant,-0.20114421273012711,2020-10-11 20:36:29.231301,0.6,0.05
391,N Midvale,Heather,-0.20201515501104156,2020-10-11 20:36:29.231301,0.6,0.05
392,Eagan,East Towne,-0.20528743822590806,2020-10-11 20:36:29.231301,0.6,0.05
393,University Bay,Marshall,-0.20554186173883804,2020-10-11 20:36:29.231301,0.6,0.05
394,Packers,Manley,-0.2073614328432199,2020-10-11 20:36:29.231301,0.6,0.05
395,N Sherman,Aberg,-0.21002881622676622,2020-10-11 20:36:29.231301,0.6,0.05
396,Post,Coho,-0.21050051992888816,2020-10-11 20:36:29.231301,0.6,0.05
397,E Washington,N Paterson,-0.2109603776015325,2020-10-11 20:36:29.231301,0.6,0.05
398,Greenway,Bryant,-0.21114971771122487,2020-10-11 20:36:29.231301,0.6,0.05
399,E Johnson,N Butler,-0.21171518616138274,2020-10-11 20:36:29.231301,0.6,0.05
400,Williamson,S Blount,-0.214563676832812,2020-10-11 20:36:29.231301,0.6,0.05
401,Watts,S Burberry,-0.21625980960856442,2020-10-11 20:36:29.231301,0.6,0.05
402,Commercial,Kedzie,-0.21686758231631542,2020-10-11 20:36:29.231301,0.6,0.05
403,Fish Hatchery,Post,-0.21763976492171608,2020-10-11 20:36:29.231301,0.6,0.05
404,Odana,Seneca,-0.2177245940081084,2020-10-11 20:36:29.231301,0.6,0.05
405,N Allen,Chamberlain,-0.21891166174086302,2020-10-11 20:36:29.231301,0.6,0.05
406,Regent,Kenosha,-0.22069930426573708,2020-10-11 20:36:29.231301,0.6,0.05
407,Toepfer,Saint Clair,-0.22182996020297882,2020-10-11 20:36:29.231301,0.6,0.05
408,Old Middleton,S Highlands,-0.22223086414431376,2020-10-11 20:36:29.231301,0.6,0.05
409,Milwaukee,Swanton,-0.22305329393097834,2020-10-11 20:36:29.231301,0.6,0.05
410,Acewood,Cottage Grove,-0.22339169179412566,2020-10-11 20:36:29.231301,0.6,0.05
411,E Washington,N Marquette,-0.22568336828442703,2020-10-11 20:36:29.231301,0.6,0.05
412,Dempsey,Rockwell,-0.2259808134477183,2020-10-11 20:36:29.231301,0.6,0.05
413,Eagle Heights,Shelter,-0.22615836656369975,2020-10-11 20:36:29.231301,0.6,0.05
414,Deming,Holiday,-0.2291668972511747,2020-10-11 20:36:29.231301,0.6,0.05
415,S Park,Beld,-0.2306095892440873,2020-10-11 20:36:29.231301,0.6,0.05
416,Brookwood,Piping Rock,-0.23076539645066302,2020-10-11 20:36:29.231301,0.6,0.05
417,Tokay,Frederick,-0.23107358586424384,2020-10-11 20:36:29.231301,0.6,0.05
418,Red Arrow,Pawnee,-0.2329485713820027,2020-10-11 20:36:29.231301,0.6,0.05
419,E Wilson,King,-0.23325312835621884,2020-10-11 20:36:29.231301,0.6,0.05
420,Odana,Smart Motors,-0.23363398376775962,2020-10-11 20:36:29.231301,0.6,0.05
421,Muir Field,Silverton,-0.23721899273175123,2020-10-11 20:36:29.231301,0.6,0.05
422,Nakoma,Whenona,-0.23835890538367846,2020-10-11 20:36:29.231301,0.6,0.05
423,Fortune,Sweeney,-0.23909418501896973,2020-10-11 20:36:29.231301,0.6,0.05
424,Hammersley,Brookwood,-0.23971771748603599,2020-10-11 20:36:29.231301,0.6,0.05
425,E Wilson,M L K Junior,-0.24098050829718468,2020-10-11 20:36:29.231301,0.6,0.05
426,Winnebago,Atwood,-0.24117129001824922,2020-10-11 20:36:29.231301,0.6,0.05
427,S Whitney,Marathon,-0.24464867418657765,2020-10-11 20:36:29.231301,0.6,0.05
428,Schroeder,Highway Ramp,-0.24767845009597547,2020-10-11 20:36:29.231301,0.6,0.05
429,W Towne Ring,Chilis,-0.247877440614107,2020-10-11 20:36:29.231301,0.6,0.05
430,E Washington,S Livingston,-0.25224248590012477,2020-10-11 20:36:29.231301,0.6,0.05
431,King James,King James,-0.25268739172966653,2020-10-11 20:36:29.231301,0.6,0.05
432,N Thompson,Golden Leaf,-0.2528366264556093,2020-10-11 20:36:29.231301,0.6,0.05
433,N Sherman,Roth,-0.25307232327687956,2020-10-11 20:36:29.231301,0.6,0.05
434,Excelsior,Fourier,-0.256274345288958,2020-10-11 20:36:29.231301,0.6,0.05
435,Valor,Eagles Perch,-0.263106394866267,2020-10-11 20:36:29.231301,0.6,0.05
436,Gilson,Cedar,-0.2641607151672515,2020-10-11 20:36:29.231301,0.6,0.05
437,Lake Mendota,Eagle Heights,-0.26435534554493434,2020-10-11 20:36:29.231301,0.6,0.05
438,Piping Rock,Hathaway,-0.2654164693320291,2020-10-11 20:36:29.231301,0.6,0.05
439,Odana,Tokay,-0.265964945608951,2020-10-11 20:36:29.231301,0.6,0.05
440,E Olin,Expo,-0.26645032457436546,2020-10-11 20:36:29.231301,0.6,0.05
441,Hargrove,Tulane,-0.26808423828481953,2020-10-11 20:36:29.231301,0.6,0.05
442,S Ingersoll,E Washington,-0.26886637695815807,2020-10-11 20:36:29.231301,0.6,0.05
443,Market,Deming,-0.2696956500613711,2020-10-11 20:36:29.231301,0.6,0.05
444,Spaight,S Dickinson,-0.2700420410376191,2020-10-11 20:36:29.231301,0.6,0.05
445,E Terrace,Herzing,-0.2761352094595871,2020-10-11 20:36:29.231301,0.6,0.05
446,Merryturn,Kevins,-0.2790096336980668,2020-10-11 20:36:29.231301,0.6,0.05
447,Fish Hatchery,Wingra,-0.27934236004342194,2020-10-11 20:36:29.231301,0.6,0.05
448,N Sherman,Mayfield,-0.2809236111215465,2020-10-11 20:36:29.231301,0.6,0.05
449,Walter,Richard,-0.2812996346743154,2020-10-11 20:36:29.231301,0.6,0.05
450,Winnebago,Riverside,-0.28430255338764515,2020-10-11 20:36:29.231301,0.6,0.05
451,Northport,Barby,-0.28499782528052287,2020-10-11 20:36:29.231301,0.6,0.05
452,E Rusk,N Rusk,-0.28583945657012483,2020-10-11 20:36:29.231301,0.6,0.05
453,E Washington,N Ingersoll,-0.2858517148603724,2020-10-11 20:36:29.231301,0.6,0.05
454,Old Middleton,N Highlands,-0.2859197328517441,2020-10-11 20:36:29.231301,0.6,0.05
455,Wright,Madison College,-0.28691787015374404,2020-10-11 20:36:29.231301,0.6,0.05
456,Jenifer,S Few,-0.2880727678786772,2020-10-11 20:36:29.231301,0.6,0.05
457,Northland,Mandrake,-0.2893231083421647,2020-10-11 20:36:29.231301,0.6,0.05
458,Mineral Point,S Westfield,-0.2918342875757798,2020-10-11 20:36:29.231301,0.6,0.05
459,Melody,Independence,-0.29229146580154486,2020-10-11 20:36:29.231301,0.6,0.05
460,W Broadway,Hoboken,-0.29247472590371376,2020-10-11 20:36:29.231301,0.6,0.05
461,N Thompson,Commercial,-0.2928211302233232,2020-10-11 20:36:29.231301,0.6,0.05
462,S Stoughton W,Pflaum,-0.2929347398618507,2020-10-11 20:36:29.231301,0.6,0.05
463,Atwood,Margaret,-0.29420732565667246,2020-10-11 20:36:29.231301,0.6,0.05
464,Packers,International,-0.29445301147801556,2020-10-11 20:36:29.231301,0.6,0.05
465,E Washington,S Paterson,-0.29626144146849376,2020-10-11 20:36:29.231301,0.6,0.05
466,Cottage Grove,Inwood,-0.296541554335793,2020-10-11 20:36:29.231301,0.6,0.05
467,N Park,Spring,-0.29671016663639393,2020-10-11 20:36:29.231301,0.6,0.05
468,Monroe,Van Buren,-0.29746788244035377,2020-10-11 20:36:29.231301,0.6,0.05
469,Turner,Allis,-0.29813019349495984,2020-10-11 20:36:29.231301,0.6,0.05
470,Science,Science,-0.29824053552039176,2020-10-11 20:36:29.231301,0.6,0.05
471,Fish Hatchery,Caddis,-0.3014538348335172,2020-10-11 20:36:29.231301,0.6,0.05
472,Deer Valley,Pheasant Ridge,-0.30222113940620665,2020-10-11 20:36:29.231301,0.6,0.05
473,S Mills,Mound,-0.30243503597611726,2020-10-11 20:36:29.231301,0.6,0.05
474,Tompkins,Maher,-0.3037928727746644,2020-10-11 20:36:29.231301,0.6,0.05
475,Anderson,Madison College,-0.3041292874997884,2020-10-11 20:36:29.231301,0.6,0.05
476,S Whitney,Odana,-0.3048755192359377,2020-10-11 20:36:29.231301,0.6,0.05
477,Franklin,Bristol,-0.3067296188469091,2020-10-11 20:36:29.231301,0.6,0.05
478,Old Middleton,N Rosa,-0.30744817020263937,2020-10-11 20:36:29.231301,0.6,0.05
479,Monroe,S Prospect,-0.30783377465626455,2020-10-11 20:36:29.231301,0.6,0.05
480,University,Highland,-0.3085187949129503,2020-10-11 20:36:29.231301,0.6,0.05
481,Inner,Gettysburg,-0.3094170568165687,2020-10-11 20:36:29.231301,0.6,0.05
482,Sheboygan,N Whitney,-0.3095373352726479,2020-10-11 20:36:29.231301,0.6,0.05
483,Toepfer,Tokay,-0.30996190361730847,2020-10-11 20:36:29.231301,0.6,0.05
484,School,Fulton,-0.3109246581904022,2020-10-11 20:36:29.231301,0.6,0.05
485,D'onofrio,West Towne,-0.3120089932636868,2020-10-11 20:36:29.231301,0.6,0.05
486,E Johnson,N Livingston,-0.3120714899246493,2020-10-11 20:36:29.231301,0.6,0.05
487,Monroe,Stockton,-0.31518713671316617,2020-10-11 20:36:29.231301,0.6,0.05
488,W Wilson,S Hamilton,-0.3158544526573572,2020-10-11 20:36:29.231301,0.6,0.05
489,High Crossing,Crossroads,-0.3171611018549992,2020-10-11 20:36:29.231301,0.6,0.05
490,University,N Whitney,-0.31769509683892627,2020-10-11 20:36:29.231301,0.6,0.05
491,Dempsey,Cottage Grove,-0.3191252514508655,2020-10-11 20:36:29.231301,0.6,0.05
492,N Breese,University,-0.32116449079591153,2020-10-11 20:36:29.231301,0.6,0.05
493,Greenway,Deer Creek,-0.3233177068058947,2020-10-11 20:36:29.231301,0.6,0.05
494,N Stoughton E,Orin,-0.32467490526121723,2020-10-11 20:36:29.231301,0.6,0.05
495,E Johnson,N Third,-0.32589231738402485,2020-10-11 20:36:29.231301,0.6,0.05
496,S Park,Wingra,-0.3265258240707556,2020-10-11 20:36:29.231301,0.6,0.05
497,Bluff,Palomino,-0.32660092642288746,2020-10-11 20:36:29.231301,0.6,0.05
498,Atwood,S Fair Oaks,-0.3297761725147428,2020-10-11 20:36:29.231301,0.6,0.05
499,E Johnson,N Paterson,-0.33025587766281156,2020-10-11 20:36:29.231301,0.6,0.05
500,Offshore,Nautilus,-0.33179039676727157,2020-10-11 20:36:29.231301,0.6,0.05
501,Jenifer,S Brearly,-0.33268987741801226,2020-10-11 20:36:29.231301,0.6,0.05
502,Royal Wulff,High Ridge,-0.33313393727261276,2020-10-11 20:36:29.231301,0.6,0.05
503,Carnwood,Mckenna,-0.33399580568616566,2020-10-11 20:36:29.231301,0.6,0.05
504,W Washington,Park View,-0.3378949428131524,2020-10-11 20:36:29.231301,0.6,0.05
505,Cottage Grove,Ellen,-0.339668255720273,2020-10-11 20:36:29.231301,0.6,0.05
506,Fordem,Mcguire,-0.3425231128553783,2020-10-11 20:36:29.231301,0.6,0.05
507,Odana,Huron,-0.3427531519372845,2020-10-11 20:36:29.231301,0.6,0.05
508,Whenona,Beltline S,-0.34556923137321505,2020-10-11 20:36:29.231301,0.6,0.05
509,E Johnson,N Ingersoll,-0.3457069279429456,2020-10-11 20:36:29.231301,0.6,0.05
510,Walnut,G Pinchot,-0.34582836681495743,2020-10-11 20:36:29.231301,0.6,0.05
511,Lake Mendota,Lot N,-0.3474300733970253,2020-10-11 20:36:29.231301,0.6,0.05
512,Coho,Beltline S,-0.3486916340898139,2020-10-11 20:36:29.231301,0.6,0.05
513,W Washington,Regent,-0.3487259994943571,2020-10-11 20:36:29.231301,0.6,0.05
514,Old Sauk,Samuel,-0.3523234351896659,2020-10-11 20:36:29.231301,0.6,0.05
515,Prairie,Raymond,-0.35302474002328604,2020-10-11 20:36:29.231301,0.6,0.05
516,Raymond,Leland,-0.3551374921720404,2020-10-11 20:36:29.231301,0.6,0.05
517,Oakridge,Miller,-0.35517603289032357,2020-10-11 20:36:29.231301,0.6,0.05
518,Franklin,Parmenter,-0.35617117814709803,2020-10-11 20:36:29.231301,0.6,0.05
519,Tokay,S Segoe,-0.35649504349868566,2020-10-11 20:36:29.231301,0.6,0.05
520,Anderson,Wright,-0.3586804939560475,2020-10-11 20:36:29.231301,0.6,0.05
521,Troy,Crosswalk,-0.36157957463575685,2020-10-11 20:36:29.231301,0.6,0.05
522,University,Forest,-0.3653604309988857,2020-10-11 20:36:29.231301,0.6,0.05
523,Observatory,Bascom,-0.3666768269026136,2020-10-11 20:36:29.231301,0.6,0.05
524,Greenway,Le Silve,-0.36827738737353155,2020-10-11 20:36:29.231301,0.6,0.05
525,Pflaum,Herro,-0.3683361609581347,2020-10-11 20:36:29.231301,0.6,0.05
526,Deming,Gialamas,-0.37128582852976577,2020-10-11 20:36:29.231301,0.6,0.05
527,S Whitney,Raymond,-0.3716216793010871,2020-10-11 20:36:29.231301,0.6,0.05
528,Junction,Mineral Point,-0.37433443257606663,2020-10-11 20:36:29.231301,0.6,0.05
529,Dominion,Galileo,-0.37458163226308144,2020-10-11 20:36:29.231301,0.6,0.05
530,Tokay,U W Health,-0.3775535324477702,2020-10-11 20:36:29.231301,0.6,0.05
531,Jenifer,S Livingston,-0.37944465686948997,2020-10-11 20:36:29.231301,0.6,0.05
532,Troy,Karstens,-0.3828569376157666,2020-10-11 20:36:29.231301,0.6,0.05
533,S Gammon,Odana,-0.3835535486011067,2020-10-11 20:36:29.231301,0.6,0.05
534,Turner,Buckeye,-0.38437258757132975,2020-10-11 20:36:29.231301,0.6,0.05
535,Walter,Milwaukee,-0.3846054865496944,2020-10-11 20:36:29.231301,0.6,0.05
536,Highland,V A Hospital,-0.3847485835107407,2020-10-11 20:36:29.231301,0.6,0.05
537,S Bassett,W Doty,-0.38495208984879203,2020-10-11 20:36:29.231301,0.6,0.05
538,Red Arrow,Thurston,-0.3858789316766996,2020-10-11 20:36:29.231301,0.6,0.05
539,East Towne Mall,E Towne,-0.38636484916350894,2020-10-11 20:36:29.231301,0.6,0.05
540,Atwood,Waubesa,-0.3866454110548924,2020-10-11 20:36:29.231301,0.6,0.05
541,Bartillon,Kinsman,-0.38945460986445757,2020-10-11 20:36:29.231301,0.6,0.05
542,Watts,Princeton Club,-0.3895386563217063,2020-10-11 20:36:29.231301,0.6,0.05
543,High Ridge,Cahill,-0.39046896296557004,2020-10-11 20:36:29.231301,0.6,0.05
544,Troy,School,-0.3914100952540828,2020-10-11 20:36:29.231301,0.6,0.05
545,N Lake,Langdon,-0.3940115457180316,2020-10-11 20:36:29.231301,0.6,0.05
546,Oakridge,Maple,-0.3941650424224697,2020-10-11 20:36:29.231301,0.6,0.05
547,Dominion,Traveler,-0.3947023754889682,2020-10-11 20:36:29.231301,0.6,0.05
548,Prairie,Jacobs,-0.39605084623692594,2020-10-11 20:36:29.231301,0.6,0.05
549,Dempsey,Dennett,-0.39709239052877787,2020-10-11 20:36:29.231301,0.6,0.05
550,Sheboygan,State Office,-0.3971148524526292,2020-10-11 20:36:29.231301,0.6,0.05
551,E Gorham,N Ingersoll,-0.3978021740556016,2020-10-11 20:36:29.231301,0.6,0.05
552,Bluff,Hoyt,-0.39838220072773495,2020-10-11 20:36:29.231301,0.6,0.05
553,E Washington,Portage,-0.39934835001539437,2020-10-11 20:36:29.231301,0.6,0.05
554,Wyalusing,Summertown,-0.39956669126337535,2020-10-11 20:36:29.231301,0.6,0.05
555,Valor,Valor,-0.3999353488920549,2020-10-11 20:36:29.231301,0.6,0.05
556,S Thompson,Orlando Bell,-0.40006520188494626,2020-10-11 20:36:29.231301,0.6,0.05
557,S Rosa,Stadium,-0.400197938003706,2020-10-11 20:36:29.231301,0.6,0.05
558,Old Sauk,Saukdale,-0.40048886666477795,2020-10-11 20:36:29.231301,0.6,0.05
559,S Sprecher,Sharpsburg,-0.4006972183783155,2020-10-11 20:36:29.231301,0.6,0.05
560,Forest Run,Forest Ridge,-0.40271228139988835,2020-10-11 20:36:29.231301,0.6,0.05
561,E Johnson,N Sixth,-0.40275812529189725,2020-10-11 20:36:29.231301,0.6,0.05
562,Commonwealth,Rugby,-0.403354243680752,2020-10-11 20:36:29.231301,0.6,0.05
563,Regent,Spooner,-0.40360573890984974,2020-10-11 20:36:29.231301,0.6,0.05
564,Northport,Warner Park,-0.4061698079865606,2020-10-11 20:36:29.231301,0.6,0.05
565,E Cheryl,Agrace,-0.40856723285420293,2020-10-11 20:36:29.231301,0.6,0.05
566,W Washington,Southwest,-0.4114624983917523,2020-10-11 20:36:29.231301,0.6,0.05
567,Terrace,Parmenter,-0.41146435309424784,2020-10-11 20:36:29.231301,0.6,0.05
568,W Olin,Hickory,-0.4164460186149168,2020-10-11 20:36:29.231301,0.6,0.05
569,Greenway,Aspen,-0.41775580765854126,2020-10-11 20:36:29.231301,0.6,0.05
570,North Star,Copernicus,-0.4181509149395161,2020-10-11 20:36:29.231301,0.6,0.05
571,Fish Hatchery,Traceway,-0.41848252506749617,2020-10-11 20:36:29.231301,0.6,0.05
572,North,E Johnson,-0.41848412454602435,2020-10-11 20:36:29.231301,0.6,0.05
573,Cottage Grove,Meadowlark,-0.4211543520908356,2020-10-11 20:36:29.231301,0.6,0.05
574,Grandview,Beltline S,-0.4211799737324163,2020-10-11 20:36:29.231301,0.6,0.05
575,Williamson,S Dickinson,-0.4222855933156918,2020-10-11 20:36:29.231301,0.6,0.05
576,Driveway,Prairie Towne,-0.42393856589457657,2020-10-11 20:36:29.231301,0.6,0.05
577,Agriculture,Pflaum,-0.4247358613345637,2020-10-11 20:36:29.231301,0.6,0.05
578,Toepfer,Birch,-0.4256293305516827,2020-10-11 20:36:29.231301,0.6,0.05
579,Nakoma,Waban,-0.4259884853085785,2020-10-11 20:36:29.231301,0.6,0.05
580,E Johnson,Fordem,-0.4261465561606861,2020-10-11 20:36:29.231301,0.6,0.05
581,Watts,Sky Ridge,-0.43095696413592355,2020-10-11 20:36:29.231301,0.6,0.05
582,N Sherman,Sunfield,-0.4316653861432189,2020-10-11 20:36:29.231301,0.6,0.05
583,Prairie,Maple Valley,-0.43416753869528824,2020-10-11 20:36:29.231301,0.6,0.05
584,Post,Latham,-0.4341708545905415,2020-10-11 20:36:29.231301,0.6,0.05
585,Davies,Maher,-0.4354242355660151,2020-10-11 20:36:29.231301,0.6,0.05
586,Milwaukee,Corry,-0.43595503228847315,2020-10-11 20:36:29.231301,0.6,0.05
587,Rimrock,Kent,-0.43630033370292387,2020-10-11 20:36:29.231301,0.6,0.05
588,W Washington,Brittingham,-0.4376657313724578,2020-10-11 20:36:29.231301,0.6,0.05
589,Stewart,Latham,-0.4394493698534601,2020-10-11 20:36:29.231301,0.6,0.05
590,Lien,Zeier,-0.43964280129507016,2020-10-11 20:36:29.231301,0.6,0.05
591,Burning Wood,Arapahoe,-0.44049075716252833,2020-10-11 20:36:29.231301,0.6,0.05
592,Buckeye,Camden,-0.44253667770323596,2020-10-11 20:36:29.231301,0.6,0.05
593,E Washington,Lexington,-0.4447427635233641,2020-10-11 20:36:29.231301,0.6,0.05
594,Marsh,Lot 60,-0.4470456965124339,2020-10-11 20:36:29.231301,0.6,0.05
595,Milwaukee,Leon,-0.44925385766264636,2020-10-11 20:36:29.231301,0.6,0.05
596,S Rosa,Driftwood,-0.4517859449253741,2020-10-11 20:36:29.231301,0.6,0.05
597,Dempsey,Pinney,-0.45247116078808797,2020-10-11 20:36:29.231301,0.6,0.05
598,Hammersley,Saalsaa,-0.4534378672807761,2020-10-11 20:36:29.231301,0.6,0.05
