rank,cross_1,cross_2,impact_index,generated_time,agent_range,agent_interval
595,Spaight,S Dickinson,-0.4029594616597121,2020-10-11 20:44:49.553485,0.6,0.05
596,Grandview,Beltline S,-0.40375427499762667,2020-10-11 20:44:49.553485,0.6,0.05
597,S Rosa,Stadium,-0.40430702285092573,2020-10-11 20:44:49.553485,0.6,0.05
598,Red Arrow,Thurston,-0.4051241583388768,2020-10-11 20:44:49.553485,0.6,0.05
599,N Sherman,Sunfield,-0.4073533308592855,2020-10-11 20:44:49.553485,0.6,0.05
600,E Cheryl,Agrace,-0.40856723285420293,2020-10-11 20:44:49.553485,0.6,0.05
601,Prairie,Jacobs,-0.41021302874195037,2020-10-11 20:44:49.553485,0.6,0.05
602,Jenifer,S Brearly,-0.410450685129879,2020-10-11 20:44:49.553485,0.6,0.05
603,Greenway,Le Silve,-0.4135667038028285,2020-10-11 20:44:49.553485,0.6,0.05
604,Fisher,Bram,-0.41426905176851125,2020-10-11 20:44:49.553485,0.6,0.05
605,Oak,Commercial,-0.41526216706315267,2020-10-11 20:44:49.553485,0.6,0.05
606,Monroe,Commonwealth,-0.41625056182442033,2020-10-11 20:44:49.553485,0.6,0.05
607,Amnicon,Aztalan,-0.4170182380333501,2020-10-11 20:44:49.553485,0.6,0.05
608,East Towne Mall,E Towne,-0.4202223697245439,2020-10-11 20:44:49.553485,0.6,0.05
609,University,Grand,-0.42155259179509963,2020-10-11 20:44:49.553485,0.6,0.05
610,Atwood,Waubesa,-0.4223127491659834,2020-10-11 20:44:49.553485,0.6,0.05
611,Offshore,Nautilus,-0.4252726773930076,2020-10-11 20:44:49.553485,0.6,0.05
612,Pflaum,Herro,-0.4309341330613908,2020-10-11 20:44:49.553485,0.6,0.05
613,Deming,Gialamas,-0.43399564494906206,2020-10-11 20:44:49.553485,0.6,0.05
614,Watts,Sky Ridge,-0.4348881018795414,2020-10-11 20:44:49.553485,0.6,0.05
615,E Buckeye,Twilight,-0.435516211069874,2020-10-11 20:44:49.553485,0.6,0.05
616,E Gorham,N Livingston,-0.4365642539255578,2020-10-11 20:44:49.553485,0.6,0.05
617,Hammersley,Saalsaa,-0.43757516348903946,2020-10-11 20:44:49.553485,0.6,0.05
618,Milwaukee,Leon,-0.4405530894412949,2020-10-11 20:44:49.553485,0.6,0.05
619,Watts,Princeton Club,-0.4438491757636127,2020-10-11 20:44:49.553485,0.6,0.05
620,Inner,Colony,-0.4463282373111675,2020-10-11 20:44:49.553485,0.6,0.05
621,Highland,Observatory,-0.44787255994968433,2020-10-11 20:44:49.553485,0.6,0.05
622,Post,Latham,-0.44829819644667573,2020-10-11 20:44:49.553485,0.6,0.05
623,N Thompson,Oak Valley,-0.4521288310307692,2020-10-11 20:44:49.553485,0.6,0.05
624,University,Mayflower,-0.45236722383327105,2020-10-11 20:44:49.553485,0.6,0.05
625,Prairie,Maple Valley,-0.45376853054622807,2020-10-11 20:44:49.553485,0.6,0.05
626,Greenway,Aspen,-0.4540908790750058,2020-10-11 20:44:49.553485,0.6,0.05
627,Acewood,Martha,-0.4564786492212346,2020-10-11 20:44:49.553485,0.6,0.05
628,S Rosa,Driftwood,-0.4596246766187344,2020-10-11 20:44:49.553485,0.6,0.05
629,S Midvale,Mineral Point,-0.4610895840664971,2020-10-11 20:44:49.553485,0.6,0.05
630,Vondron,Mustang,-0.46121444290043734,2020-10-11 20:44:49.553485,0.6,0.05
631,W Wilson,S Bassett,-0.46288980263409973,2020-10-11 20:44:49.553485,0.6,0.05
632,E Johnson,N Dickinson,-0.46625812245568665,2020-10-11 20:44:49.553485,0.6,0.05
633,Odana,Huron,-0.46646172717361717,2020-10-11 20:44:49.553485,0.6,0.05
634,Todd,Greenway,-0.4692969070447177,2020-10-11 20:44:49.553485,0.6,0.05
635,Milwaukee,Corry,-0.4701203203520846,2020-10-11 20:44:49.553485,0.6,0.05
636,Agriculture,Pflaum,-0.47048112281963206,2020-10-11 20:44:49.553485,0.6,0.05
637,Rimrock,Kent,-0.47156618876628714,2020-10-11 20:44:49.553485,0.6,0.05
638,Driveway,Prairie Towne,-0.4722168948539467,2020-10-11 20:44:49.553485,0.6,0.05
639,Struck,Watts,-0.4722676313463365,2020-10-11 20:44:49.553485,0.6,0.05
640,E Gorham,N Paterson,-0.4731920438465137,2020-10-11 20:44:49.553485,0.6,0.05
641,Junction,Old Sauk,-0.47813107284316175,2020-10-11 20:44:49.553485,0.6,0.05
642,E Terrace,Herzing,-0.4797102059175321,2020-10-11 20:44:49.553485,0.6,0.05
643,Northport,Warner Park,-0.482154330202705,2020-10-11 20:44:49.553485,0.6,0.05
644,Troy,Goodland,-0.48431440953648414,2020-10-11 20:44:49.553485,0.6,0.05
645,Oakridge,Miller,-0.48434547394486266,2020-10-11 20:44:49.553485,0.6,0.05
646,S Thompson,Vondron,-0.48927941068078906,2020-10-11 20:44:49.553485,0.6,0.05
647,S Segoe,Waukesha,-0.4899532364111895,2020-10-11 20:44:49.553485,0.6,0.05
648,Milwaukee,Starkweather,-0.49215100894931973,2020-10-11 20:44:49.553485,0.6,0.05
649,Deming,John Deere,-0.4969259887592599,2020-10-11 20:44:49.553485,0.6,0.05
650,Terrace,Parmenter,-0.49750768894532227,2020-10-11 20:44:49.553485,0.6,0.05
651,Sheboygan,Eau Claire,-0.49880227258093446,2020-10-11 20:44:49.553485,0.6,0.05
652,N Fair Oaks,E Washington,-0.49998910339738656,2020-10-11 20:44:49.553485,0.6,0.05
653,University,Flambeau,-0.5005671057855184,2020-10-11 20:44:49.553485,0.6,0.05
654,Fish Hatchery,Midland,-0.5017897111860077,2020-10-11 20:44:49.553485,0.6,0.05
655,Fish Hatchery,Plaenert,-0.5038123512621897,2020-10-11 20:44:49.553485,0.6,0.05
656,W Washington,Southwest,-0.5060473852589205,2020-10-11 20:44:49.553485,0.6,0.05
657,N Thompson,Mesta,-0.5072467807808416,2020-10-11 20:44:49.553485,0.6,0.05
658,S Gammon,Watts,-0.5084351088763737,2020-10-11 20:44:49.553485,0.6,0.05
659,Mineral Point,Robin,-0.5106629657599627,2020-10-11 20:44:49.553485,0.6,0.05
660,Tompkins,Herro,-0.5121345717946393,2020-10-11 20:44:49.553485,0.6,0.05
661,W Olin,Lake,-0.5142461915727934,2020-10-11 20:44:49.553485,0.6,0.05
662,Junction,City Center W,-0.5161304179642943,2020-10-11 20:44:49.553485,0.6,0.05
663,North,Toussaint,-0.5188454259115476,2020-10-11 20:44:49.553485,0.6,0.05
664,Mid Town,S Pleasant View,-0.5193481158415916,2020-10-11 20:44:49.553485,0.6,0.05
665,Dutch Mill,Ellestad,-0.5219147165734905,2020-10-11 20:44:49.553485,0.6,0.05
666,Atwood,Olbrich,-0.5234454677279621,2020-10-11 20:44:49.553485,0.6,0.05
667,Walter,Dawes,-0.523713212496953,2020-10-11 20:44:49.553485,0.6,0.05
668,S Thompson,Forge,-0.5249977532256107,2020-10-11 20:44:49.553485,0.6,0.05
669,Deming,Murphy,-0.525715623772671,2020-10-11 20:44:49.553485,0.6,0.05
670,Burning Wood,Arapahoe,-0.528149184941209,2020-10-11 20:44:49.553485,0.6,0.05
671,Nakoma,Waban,-0.5298068169882248,2020-10-11 20:44:49.553485,0.6,0.05
672,N Breese,Hoyt,-0.5302444589172641,2020-10-11 20:44:49.553485,0.6,0.05
673,Cottage Grove,S Thompson,-0.5304951509647584,2020-10-11 20:44:49.553485,0.6,0.05
674,Deming,Terrace,-0.531424083738418,2020-10-11 20:44:49.553485,0.6,0.05
675,Northport,Dryden,-0.5344061928165948,2020-10-11 20:44:49.553485,0.6,0.05
676,Sherman,Mcguire,-0.5349137884626459,2020-10-11 20:44:49.553485,0.6,0.05
677,W Verona,N Main,-0.535060959370697,2020-10-11 20:44:49.553485,0.6,0.05
678,Watts,Woodmans,-0.5359073995671138,2020-10-11 20:44:49.553485,0.6,0.05
679,Lake Point,Hoboken,-0.5368859392012965,2020-10-11 20:44:49.553485,0.6,0.05
680,Greenway,Applegate,-0.5371548748962609,2020-10-11 20:44:49.553485,0.6,0.05
681,Mineral Point,S Segoe,-0.5385585498408838,2020-10-11 20:44:49.553485,0.6,0.05
682,Hammersley,S Whitney,-0.5391631334343749,2020-10-11 20:44:49.553485,0.6,0.05
683,Fitchrona,Target,-0.5421126117119925,2020-10-11 20:44:49.553485,0.6,0.05
684,Commercial S,N Fair Oaks,-0.542334947109984,2020-10-11 20:44:49.553485,0.6,0.05
685,Kendall,N Franklin,-0.5426970522989198,2020-10-11 20:44:49.553485,0.6,0.05
686,D'onofrio,S High Point,-0.5430919210668695,2020-10-11 20:44:49.553485,0.6,0.05
687,S Thompson,Droster,-0.5439323614446191,2020-10-11 20:44:49.553485,0.6,0.05
688,Park Lawn,Maywood,-0.5442183805422169,2020-10-11 20:44:49.553485,0.6,0.05
689,Ski,Girl Scouts,-0.5445366845295351,2020-10-11 20:44:49.553485,0.6,0.05
690,S Park,Buick,-0.5470831437955693,2020-10-11 20:44:49.553485,0.6,0.05
691,University Green,Pleasant View,-0.5478103087722219,2020-10-11 20:44:49.553485,0.6,0.05
692,S Whitney,Bartlett,-0.5480076689833506,2020-10-11 20:44:49.553485,0.6,0.05
693,E Johnson,N Fourth,-0.5485303573343289,2020-10-11 20:44:49.553485,0.6,0.05
694,Observatory,Elm,-0.5489813739162563,2020-10-11 20:44:49.553485,0.6,0.05
695,Odana,S Segoe,-0.5500924809966099,2020-10-11 20:44:49.553485,0.6,0.05
696,S Gammon,Odana,-0.550200546800497,2020-10-11 20:44:49.553485,0.6,0.05
697,Branch,Franklin,-0.5519153168434128,2020-10-11 20:44:49.553485,0.6,0.05
698,Milwaukee,Kurt,-0.5519411269959131,2020-10-11 20:44:49.553485,0.6,0.05
699,Reetz,Marvin,-0.5520826686704663,2020-10-11 20:44:49.553485,0.6,0.05
700,Tokay,Wedgewood,-0.5528577606533043,2020-10-11 20:44:49.553485,0.6,0.05
701,E Badger,Rimrock,-0.556212652859037,2020-10-11 20:44:49.553485,0.6,0.05
702,Discovery,Parmenter,-0.5584518789040644,2020-10-11 20:44:49.553485,0.6,0.05
703,Pflaum,Seiferth,-0.5596674911003985,2020-10-11 20:44:49.553485,0.6,0.05
704,Troy,Lerdahl,-0.5622755507082333,2020-10-11 20:44:49.553485,0.6,0.05
705,Murphy,Green,-0.5635971771081578,2020-10-11 20:44:49.553485,0.6,0.05
706,Commonwealth,Leonard,-0.5643556196356633,2020-10-11 20:44:49.553485,0.6,0.05
707,Donna,Park,-0.5653897391238496,2020-10-11 20:44:49.553485,0.6,0.05
708,Middleton,South,-0.5692427813948184,2020-10-11 20:44:49.553485,0.6,0.05
709,Watts,Commerce,-0.5694481982691997,2020-10-11 20:44:49.553485,0.6,0.05
710,Turner,Ruth,-0.5705159834146478,2020-10-11 20:44:49.553485,0.6,0.05
711,Mendota,Gateway,-0.5732479165692084,2020-10-11 20:44:49.553485,0.6,0.05
712,Tennyson,N Sherman,-0.5819549379178625,2020-10-11 20:44:49.553485,0.6,0.05
713,W Badger,Cypress,-0.5830314684493572,2020-10-11 20:44:49.553485,0.6,0.05
714,N Pleasant View,E T C Building,-0.5909036095319327,2020-10-11 20:44:49.553485,0.6,0.05
715,Buckeye,Camden,-0.5922097066791827,2020-10-11 20:44:49.553485,0.6,0.05
716,Fitchrona,Hy-vee,-0.5938983809557011,2020-10-11 20:44:49.553485,0.6,0.05
717,S Park,Wingra,-0.5950071699349361,2020-10-11 20:44:49.553485,0.6,0.05
718,E Verona,S Main,-0.5964251541477754,2020-10-11 20:44:49.553485,0.6,0.05
719,S Park,W Washington,-0.6041678330625151,2020-10-11 20:44:49.553485,0.6,0.05
720,High Ridge,Cahill,-0.6050159145370801,2020-10-11 20:44:49.553485,0.6,0.05
721,N First,E Johnson,-0.605034847528982,2020-10-11 20:44:49.553485,0.6,0.05
722,Nakoma,Spring,-0.6063004589713121,2020-10-11 20:44:49.553485,0.6,0.05
723,Tokay,Chatham,-0.6065551797378854,2020-10-11 20:44:49.553485,0.6,0.05
724,Anderson,Hoffman,-0.610440198216442,2020-10-11 20:44:49.553485,0.6,0.05
725,Old Sauk,Excelsior,-0.6136765309062748,2020-10-11 20:44:49.553485,0.6,0.05
726,Lien,Parkside,-0.6151302247000858,2020-10-11 20:44:49.553485,0.6,0.05
727,Market,Aspen,-0.6155285547328158,2020-10-11 20:44:49.553485,0.6,0.05
728,Allen,Mendota,-0.6156251997571389,2020-10-11 20:44:49.553485,0.6,0.05
729,Kinsman,N Stoughton,-0.6212552155490877,2020-10-11 20:44:49.553485,0.6,0.05
730,W Washington,Park View,-0.6228139665405041,2020-10-11 20:44:49.553485,0.6,0.05
731,Speedway,S Franklin,-0.6230079136952527,2020-10-11 20:44:49.553485,0.6,0.05
732,Milwaukee,North Star,-0.6269108609965011,2020-10-11 20:44:49.553485,0.6,0.05
733,E Springs,Pet Smart,-0.6281913223244298,2020-10-11 20:44:49.553485,0.6,0.05
734,Division,Oakridge,-0.630301991491277,2020-10-11 20:44:49.553485,0.6,0.05
735,Fish Hatchery,Traceway,-0.6317923158692258,2020-10-11 20:44:49.553485,0.6,0.05
736,Beld,Gilson,-0.6318081249688597,2020-10-11 20:44:49.553485,0.6,0.05
737,E Buckeye,S Stoughton E,-0.631917091881491,2020-10-11 20:44:49.553485,0.6,0.05
738,Post,Leopold,-0.6353482691451557,2020-10-11 20:44:49.553485,0.6,0.05
739,S Whitney,South Hill,-0.6366619821603074,2020-10-11 20:44:49.553485,0.6,0.05
740,E Cheryl,Big Bluestem,-0.6383796703967384,2020-10-11 20:44:49.553485,0.6,0.05
741,N Sherman,Fordem,-0.6391141979790014,2020-10-11 20:44:49.553485,0.6,0.05
742,University,Princeton,-0.6438195598630417,2020-10-11 20:44:49.553485,0.6,0.05
743,Cottage Grove,Flora,-0.6459590901912149,2020-10-11 20:44:49.553485,0.6,0.05
744,Parmenter,Lee,-0.6462611736935293,2020-10-11 20:44:49.553485,0.6,0.05
745,Vondron,E Buckeye,-0.6490620975382053,2020-10-11 20:44:49.553485,0.6,0.05
746,Park,Pheasant Branch,-0.6492182686798549,2020-10-11 20:44:49.553485,0.6,0.05
747,Oakridge,Evergreen,-0.6497168497916002,2020-10-11 20:44:49.553485,0.6,0.05
748,Lien,E Washington,-0.6514679427962722,2020-10-11 20:44:49.553485,0.6,0.05
749,Beltline S,Highway Ramp,-0.6556661595137532,2020-10-11 20:44:49.553485,0.6,0.05
750,Old Middleton,Eau Claire,-0.6590261488280362,2020-10-11 20:44:49.553485,0.6,0.05
751,Sawmill,Ramsgate,-0.6590769731474488,2020-10-11 20:44:49.553485,0.6,0.05
752,Dempsey,Hynek,-0.6599735902531856,2020-10-11 20:44:49.553485,0.6,0.05
753,S Whitney,Tolman,-0.6613403720504649,2020-10-11 20:44:49.553485,0.6,0.05
754,Parview,Murphy,-0.6624756959271394,2020-10-11 20:44:49.553485,0.6,0.05
755,West Towne,Kohls,-0.6708400184406668,2020-10-11 20:44:49.553485,0.6,0.05
756,Portage,Rieder,-0.6720633327208416,2020-10-11 20:44:49.553485,0.6,0.05
757,Junction,Mineral Point,-0.672562010719661,2020-10-11 20:44:49.553485,0.6,0.05
758,Crescent,Red Arrow,-0.673060592253351,2020-10-11 20:44:49.553485,0.6,0.05
759,Walnut,Observatory,-0.6751449028172649,2020-10-11 20:44:49.553485,0.6,0.05
760,E Buckeye,Woodvale,-0.6776080619261571,2020-10-11 20:44:49.553485,0.6,0.05
761,Moorland,Badger,-0.679054757152261,2020-10-11 20:44:49.553485,0.6,0.05
762,Post,Todd,-0.6799946749443827,2020-10-11 20:44:49.553485,0.6,0.05
763,Odana,Medical,-0.6817053490283991,2020-10-11 20:44:49.553485,0.6,0.05
764,Starker,Angel Crest,-0.6829018118285075,2020-10-11 20:44:49.553485,0.6,0.05
765,E Gorham,N Blount,-0.6829033828391596,2020-10-11 20:44:49.553485,0.6,0.05
766,Observatory,Babcock,-0.6853041855698636,2020-10-11 20:44:49.553485,0.6,0.05
767,W Towne Ring,W Towne Mall,-0.6862364830399668,2020-10-11 20:44:49.553485,0.6,0.05
768,Mckenna,Pilgrim,-0.6898431588952564,2020-10-11 20:44:49.553485,0.6,0.05
769,Hardrock,Limestone,-0.6913147590788729,2020-10-11 20:44:49.553485,0.6,0.05
770,Swanton,Easley,-0.6914445628787123,2020-10-11 20:44:49.553485,0.6,0.05
771,Merryturn,Sudbury,-0.6945163130210892,2020-10-11 20:44:49.553485,0.6,0.05
772,Fordem,Lakewood,-0.6953080813789061,2020-10-11 20:44:49.553485,0.6,0.05
773,Prairie,Pioneer,-0.6959830968638118,2020-10-11 20:44:49.553485,0.6,0.05
774,Todd,Pelham,-0.7010605396804752,2020-10-11 20:44:49.553485,0.6,0.05
775,Crawford,Helene,-0.7030523564325986,2020-10-11 20:44:49.553485,0.6,0.05
776,Tokay,Charles,-0.7046362826983243,2020-10-11 20:44:49.553485,0.6,0.05
777,E Washington,Lexington,-0.7109512530668763,2020-10-11 20:44:49.553485,0.6,0.05
778,Montclair,Pleasant View,-0.7131741119003777,2020-10-11 20:44:49.553485,0.6,0.05
779,Monroe,Knickerbocker,-0.713495038849802,2020-10-11 20:44:49.553485,0.6,0.05
780,S Thompson,Grafton,-0.7209180753584098,2020-10-11 20:44:49.553485,0.6,0.05
781,S Gammon,Schroeder,-0.7225237317421722,2020-10-11 20:44:49.553485,0.6,0.05
782,Science,S Whitney,-0.7227908279576016,2020-10-11 20:44:49.553485,0.6,0.05
783,Regent,Rennebohm,-0.723055911606886,2020-10-11 20:44:49.553485,0.6,0.05
784,Mineral Point,Westmorland,-0.7256510764031268,2020-10-11 20:44:49.553485,0.6,0.05
785,E Washington,Mendota,-0.7272089781960288,2020-10-11 20:44:49.553485,0.6,0.05
786,Mineral Point,Memorial High,-0.7298901818803987,2020-10-11 20:44:49.553485,0.6,0.05
787,Allen,Century,-0.7326803899375969,2020-10-11 20:44:49.553485,0.6,0.05
788,S Whitney,Piping Rock,-0.7373297482635213,2020-10-11 20:44:49.553485,0.6,0.05
789,Tennyson,Eliot,-0.7407843853698475,2020-10-11 20:44:49.553485,0.6,0.05
790,Pilgrim,Prairie,-0.7481328255585554,2020-10-11 20:44:49.553485,0.6,0.05
791,E Washington,Yahara,-0.7545329499914656,2020-10-11 20:44:49.553485,0.6,0.05
792,Fourier,J Q Hammons,-0.7597288318648037,2020-10-11 20:44:49.553485,0.6,0.05
793,Old Sauk,N Westfield,-0.761062883496879,2020-10-11 20:44:49.553485,0.6,0.05
794,Beltline N,Todd,-0.7630304638477368,2020-10-11 20:44:49.553485,0.6,0.05
795,Science,505,-0.7667864162139246,2020-10-11 20:44:49.553485,0.6,0.05
796,Shopko,Aberg,-0.7708168218981899,2020-10-11 20:44:49.553485,0.6,0.05
797,School,Havey,-0.7717752445608709,2020-10-11 20:44:49.553485,0.6,0.05
798,Wright,Straubel,-0.7741414465101075,2020-10-11 20:44:49.553485,0.6,0.05
799,Monroe,Glenway,-0.7872958744925688,2020-10-11 20:44:49.553485,0.6,0.05
800,West Transfer Point,Tokay,-0.7915237771268355,2020-10-11 20:44:49.553485,0.6,0.05
801,Donna,Northbrook,-0.8040010077141698,2020-10-11 20:44:49.553485,0.6,0.05
802,South Transfer Point,S Park,-0.8071442956534514,2020-10-11 20:44:49.553485,0.6,0.05
803,S Whitney,Schroeder,-0.8081334930863815,2020-10-11 20:44:49.553485,0.6,0.05
804,N Thompson,Meadows,-0.8100771496380175,2020-10-11 20:44:49.553485,0.6,0.05
805,Lien,Thierer,-0.8105083775678517,2020-10-11 20:44:49.553485,0.6,0.05
806,S Stoughton E,Dean East,-0.811113853680718,2020-10-11 20:44:49.553485,0.6,0.05
807,Severn,S Thompson,-0.8141788259495628,2020-10-11 20:44:49.553485,0.6,0.05
808,Research Park,Lacy,-0.8148841261644899,2020-10-11 20:44:49.553485,0.6,0.05
809,Prairie,Lomax,-0.8231987618736252,2020-10-11 20:44:49.553485,0.6,0.05
810,Raymond,Gilbert,-0.8232771402173704,2020-10-11 20:44:49.553485,0.6,0.05
811,Atwood,Cottage Grove,-0.8246422727434808,2020-10-11 20:44:49.553485,0.6,0.05
812,Buckeye,Lakeview,-0.8378223518102965,2020-10-11 20:44:49.553485,0.6,0.05
813,S Thompson,Rustic Wood,-0.8471572209346614,2020-10-11 20:44:49.553485,0.6,0.05
814,Mineral Point,Berwyn,-0.84932961636747,2020-10-11 20:44:49.553485,0.6,0.05
815,Atwood,Oakridge,-0.8513247429647663,2020-10-11 20:44:49.553485,0.6,0.05
816,Mineral Point,S Owen,-0.8565956367486216,2020-10-11 20:44:49.553485,0.6,0.05
817,Raymond,Lewon,-0.8583798737464996,2020-10-11 20:44:49.553485,0.6,0.05
818,Watts,Walmart,-0.8597033261448569,2020-10-11 20:44:49.553485,0.6,0.05
819,University,Ridge,-0.8616985267477588,2020-10-11 20:44:49.553485,0.6,0.05
820,Capital,Old Middleton,-0.865282831588048,2020-10-11 20:44:49.553485,0.6,0.05
821,Hammersley,Frisch,-0.8679709493422414,2020-10-11 20:44:49.553485,0.6,0.05
822,N Thompson,Swanton,-0.8739131390880898,2020-10-11 20:44:49.553485,0.6,0.05
823,Atlas,Argosy,-0.8804715615445182,2020-10-11 20:44:49.553485,0.6,0.05
824,University,N Blackhawk,-0.8820852121210586,2020-10-11 20:44:49.553485,0.6,0.05
825,South Towne,Royal,-0.8823410446277704,2020-10-11 20:44:49.553485,0.6,0.05
826,E Cheryl,Crinkle Root,-0.8827392930714931,2020-10-11 20:44:49.553485,0.6,0.05
827,Tree,S Gammon,-0.8903615760518362,2020-10-11 20:44:49.553485,0.6,0.05
828,Delaware,N Sherman,-0.8911543417702624,2020-10-11 20:44:49.553485,0.6,0.05
829,North Star,Dominion,-0.8961886905166909,2020-10-11 20:44:49.553485,0.6,0.05
830,Dempsey,Overpass,-0.8964505193247871,2020-10-11 20:44:49.553485,0.6,0.05
831,Speedway,Highland,-0.900720289775774,2020-10-11 20:44:49.553485,0.6,0.05
832,Crossroads,Wall,-0.9048221226176663,2020-10-11 20:44:49.553485,0.6,0.05
833,Offshore,Yellowstone,-0.9062974017809063,2020-10-11 20:44:49.553485,0.6,0.05
834,Odana,Dearholt,-0.9120625217755316,2020-10-11 20:44:49.553485,0.6,0.05
835,Parmenter,Century,-0.9132236351151202,2020-10-11 20:44:49.553485,0.6,0.05
836,Raymond,Mckenna,-0.914811556516792,2020-10-11 20:44:49.553485,0.6,0.05
837,J Q Hammons,Houlihans,-0.9177818175453658,2020-10-11 20:44:49.553485,0.6,0.05
838,Tompkins,Groveland,-0.9217403993685027,2020-10-11 20:44:49.553485,0.6,0.05
839,Century,Branch,-0.9218443569678789,2020-10-11 20:44:49.553485,0.6,0.05
840,E Buckeye,Dondee,-0.923145977652793,2020-10-11 20:44:49.553485,0.6,0.05
841,Parmenter,Donna,-0.9245582284925054,2020-10-11 20:44:49.553485,0.6,0.05
842,S Thompson,E Buckeye,-0.9255495400164545,2020-10-11 20:44:49.553485,0.6,0.05
843,Pilgrim,Sara,-0.9257817766657317,2020-10-11 20:44:49.553485,0.6,0.05
844,Speedway,Glenway,-0.9307739646547091,2020-10-11 20:44:49.553485,0.6,0.05
845,North Star,Orion,-0.9342189922479709,2020-10-11 20:44:49.553485,0.6,0.05
846,Acewood,Goldfinch,-0.940769295297984,2020-10-11 20:44:49.553485,0.6,0.05
847,Delaware,Dakota,-0.9410392329811861,2020-10-11 20:44:49.553485,0.6,0.05
848,Menomonie,Comanche,-0.9456451016137253,2020-10-11 20:44:49.553485,0.6,0.05
849,Greenway,Coho,-0.9458144037640773,2020-10-11 20:44:49.553485,0.6,0.05
850,Starker,Woodvale,-0.9517799969569538,2020-10-11 20:44:49.553485,0.6,0.05
851,Pilgrim,Pilgrim,-0.9597098161074542,2020-10-11 20:44:49.553485,0.6,0.05
852,Milwaukee,Rustic,-0.9661321698811651,2020-10-11 20:44:49.553485,0.6,0.05
853,Muir Field,Tucson,-0.9674919574690136,2020-10-11 20:44:49.553485,0.6,0.05
854,S Midvale,Odana,-0.9700310811286428,2020-10-11 20:44:49.553485,0.6,0.05
855,Schroeder,Saybrook,-0.9701070793806381,2020-10-11 20:44:49.553485,0.6,0.05
856,Schroeder,White Oaks,-0.9747531246269749,2020-10-11 20:44:49.553485,0.6,0.05
857,Branch,Maywood,-0.9778606484699544,2020-10-11 20:44:49.553485,0.6,0.05
858,N Fair Oaks,Chicago,-0.9795894369260234,2020-10-11 20:44:49.553485,0.6,0.05
859,S Park,Fish Hatchery,-0.9797705950150986,2020-10-11 20:44:49.553485,0.6,0.05
860,Mineral Point,Grand Canyon,-0.9900424468812228,2020-10-11 20:44:49.553485,0.6,0.05
861,Vondron,D A T C P Building,-0.9938067472088614,2020-10-11 20:44:49.553485,0.6,0.05
862,Chalet Gardens,Verona E,-0.9971742574234193,2020-10-11 20:44:49.553485,0.6,0.05
863,Mckenna,Elver Park,-0.9991714006451865,2020-10-11 20:44:49.553485,0.6,0.05
864,Northport,Troy,-1.0006898970398825,2020-10-11 20:44:49.553485,0.6,0.05
865,Buckeye,Davies,-1.0009761102451842,2020-10-11 20:44:49.553485,0.6,0.05
866,W Broadway,Bridge,-1.0068187783461897,2020-10-11 20:44:49.553485,0.6,0.05
867,Cottage Grove,Drexel,-1.0088200244368661,2020-10-11 20:44:49.553485,0.6,0.05
868,Koster,Bram,-1.0139949859057436,2020-10-11 20:44:49.553485,0.6,0.05
869,N Sherman,Commercial,-1.0169928818724823,2020-10-11 20:44:49.553485,0.6,0.05
870,Rimrock,Maloney,-1.0185085969204315,2020-10-11 20:44:49.553485,0.6,0.05
871,Rogers,Rutledge,-1.0198175174999975,2020-10-11 20:44:49.553485,0.6,0.05
872,E Washington,Melvin,-1.0211587443528083,2020-10-11 20:44:49.553485,0.6,0.05
873,S Park,Park House,-1.0244262467611367,2020-10-11 20:44:49.553485,0.6,0.05
874,Lake Mendota,Lot Q,-1.0245532095104688,2020-10-11 20:44:49.553485,0.6,0.05
875,Hoepker,Legacy,-1.0248106256470462,2020-10-11 20:44:49.553485,0.6,0.05
876,Odana,Grand Canyon,-1.0251548782302244,2020-10-11 20:44:49.553485,0.6,0.05
877,E Washington,Macarthur,-1.0345729197577025,2020-10-11 20:44:49.553485,0.6,0.05
878,Tokay,U W Research Park,-1.0384669360566803,2020-10-11 20:44:49.553485,0.6,0.05
879,University Bay,Picnic Point,-1.0442312632891748,2020-10-11 20:44:49.553485,0.6,0.05
880,Milwaukee,Daffodil,-1.0473108930413015,2020-10-11 20:44:49.553485,0.6,0.05
881,Post,Traceway,-1.0486748553081036,2020-10-11 20:44:49.553485,0.6,0.05
882,Marsh,Voges,-1.0506896973099051,2020-10-11 20:44:49.553485,0.6,0.05
883,Royal Wulff,High Ridge,-1.0519768461484822,2020-10-11 20:44:49.553485,0.6,0.05
884,Agriculture,Dairy,-1.0523260921388853,2020-10-11 20:44:49.553485,0.6,0.05
885,Junction,U W Health,-1.0531922280364423,2020-10-11 20:44:49.553485,0.6,0.05
886,E Washington,Wright,-1.0561801756308407,2020-10-11 20:44:49.553485,0.6,0.05
887,Pflaum,Groveland,-1.0680008671772248,2020-10-11 20:44:49.553485,0.6,0.05
888,S Sprecher,Sharpsburg,-1.0774385506645006,2020-10-11 20:44:49.553485,0.6,0.05
889,Vondron,Dolores,-1.079986083071329,2020-10-11 20:44:49.553485,0.6,0.05
890,Manitowish,Burning Wood,-1.0824061780283687,2020-10-11 20:44:49.553485,0.6,0.05
891,Masthead,Island,-1.0831872879488644,2020-10-11 20:44:49.553485,0.6,0.05
892,Merryturn,Retana,-1.0843695929517265,2020-10-11 20:44:49.553485,0.6,0.05
