rank,cross_1,cross_2,impact_index,generated_time,agent_range,agent_interval
295,Mckenna,Hammersley,-0.10228162627217002,2020-10-11 20:44:49.553485,0.6,0.05
296,North,Hoard,-0.10228672875524164,2020-10-11 20:44:49.553485,0.6,0.05
297,Winnebago,Linden,-0.10234709861463612,2020-10-11 20:44:49.553485,0.6,0.05
298,N Mills,W Dayton,-0.10243725090465303,2020-10-11 20:44:49.553485,0.6,0.05
299,Winnebago,S Fourth,-0.1030739963133481,2020-10-11 20:44:49.553485,0.6,0.05
300,University,Maple,-0.1033836957374023,2020-10-11 20:44:49.553485,0.6,0.05
301,Milwaukee,S Marquette,-0.10384755617416903,2020-10-11 20:44:49.553485,0.6,0.05
302,Buttonwood,American Family,-0.10385689288807519,2020-10-11 20:44:49.553485,0.6,0.05
303,S Broom,W Wilson,-0.10459996912941506,2020-10-11 20:44:49.553485,0.6,0.05
304,Capital,Baker,-0.10521268168352198,2020-10-11 20:44:49.553485,0.6,0.05
305,N Park,W Dayton,-0.10537593307556883,2020-10-11 20:44:49.553485,0.6,0.05
306,Carnwood,Muir Field,-0.10601466225383106,2020-10-11 20:44:49.553485,0.6,0.05
307,Fourier,La Petite,-0.10623103308038974,2020-10-11 20:44:49.553485,0.6,0.05
308,N Thompson,Sycamore,-0.1067202212656399,2020-10-11 20:44:49.553485,0.6,0.05
309,King James,Anton,-0.10730459159662255,2020-10-11 20:44:49.553485,0.6,0.05
310,Northport,School,-0.10849624021012746,2020-10-11 20:44:49.553485,0.6,0.05
311,Crossroads,2910,-0.10924836836301824,2020-10-11 20:44:49.553485,0.6,0.05
312,Verona W,Summit,-0.11035506562841857,2020-10-11 20:44:49.553485,0.6,0.05
313,E Washington,N Baldwin,-0.1113179956497034,2020-10-11 20:44:49.553485,0.6,0.05
314,Odana,Charles,-0.11139026493876669,2020-10-11 20:44:49.553485,0.6,0.05
315,Park Lawn,Franklin,-0.11362804442942782,2020-10-11 20:44:49.553485,0.6,0.05
316,N Park,State,-0.11447400955080997,2020-10-11 20:44:49.553485,0.6,0.05
317,University,N Frances,-0.1147044217317451,2020-10-11 20:44:49.553485,0.6,0.05
318,Jenifer,S Ingersoll,-0.11483195228247087,2020-10-11 20:44:49.553485,0.6,0.05
319,Waterford,Manchester,-0.11520021959590025,2020-10-11 20:44:49.553485,0.6,0.05
320,E Washington,Zeier,-0.11525850864565426,2020-10-11 20:44:49.553485,0.6,0.05
321,Regent,Meadow,-0.11567453475268372,2020-10-11 20:44:49.553485,0.6,0.05
322,Odana,Town Center,-0.11590662647255538,2020-10-11 20:44:49.553485,0.6,0.05
323,Allen,Lake,-0.11599915249387999,2020-10-11 20:44:49.553485,0.6,0.05
324,Delaware,Tennessee,-0.11634152586871821,2020-10-11 20:44:49.553485,0.6,0.05
325,S Fair Oaks,Milwaukee,-0.11705066163200507,2020-10-11 20:44:49.553485,0.6,0.05
326,University,Park,-0.11829451985949972,2020-10-11 20:44:49.553485,0.6,0.05
327,Langdon,N Henry,-0.11982807626102707,2020-10-11 20:44:49.553485,0.6,0.05
328,N Franklin,University,-0.11985008532722677,2020-10-11 20:44:49.553485,0.6,0.05
329,Milwaukee,E Washington,-0.12020267911610341,2020-10-11 20:44:49.553485,0.6,0.05
330,Monroe,Spooner,-0.12181458547185754,2020-10-11 20:44:49.553485,0.6,0.05
331,S Whitney,Westgate,-0.12217334739971136,2020-10-11 20:44:49.553485,0.6,0.05
332,S Thompson,Milwaukee,-0.12257457003851836,2020-10-11 20:44:49.553485,0.6,0.05
333,Greenway,Deming,-0.12299161412931314,2020-10-11 20:44:49.553485,0.6,0.05
334,Anniversary,Hayes,-0.12305185047403341,2020-10-11 20:44:49.553485,0.6,0.05
335,N Thompson,Lien,-0.1231438568234367,2020-10-11 20:44:49.553485,0.6,0.05
336,Old Middleton,N Whitney,-0.12347899095462485,2020-10-11 20:44:49.553485,0.6,0.05
337,Walter,Hargrove,-0.12361352825874194,2020-10-11 20:44:49.553485,0.6,0.05
338,University,Walnut,-0.1245287767359263,2020-10-11 20:44:49.553485,0.6,0.05
339,E Gorham,N Blair,-0.12469030897199151,2020-10-11 20:44:49.553485,0.6,0.05
340,Sheboygan,N Segoe,-0.12478535761756543,2020-10-11 20:44:49.553485,0.6,0.05
341,E Johnson,N Seventh,-0.12571384151143486,2020-10-11 20:44:49.553485,0.6,0.05
342,Crystal,Diamond,-0.12845476202011102,2020-10-11 20:44:49.553485,0.6,0.05
343,N Mills,Spring,-0.12852894446970614,2020-10-11 20:44:49.553485,0.6,0.05
344,Davies,Major,-0.13003582462054503,2020-10-11 20:44:49.553485,0.6,0.05
345,Mohawk,Danbury,-0.13032072067299263,2020-10-11 20:44:49.553485,0.6,0.05
346,N Park,University,-0.1309503980836252,2020-10-11 20:44:49.553485,0.6,0.05
347,Watts,N Burberry,-0.13107753392281926,2020-10-11 20:44:49.553485,0.6,0.05
348,Verona W,Beltline S,-0.1325773979672563,2020-10-11 20:44:49.553485,0.6,0.05
349,S First,E Main,-0.13282931915838464,2020-10-11 20:44:49.553485,0.6,0.05
350,Eagan,E Washington,-0.1329829320817659,2020-10-11 20:44:49.553485,0.6,0.05
351,Beltline S,Sergenians,-0.13322314991789724,2020-10-11 20:44:49.553485,0.6,0.05
352,Regent,Glen,-0.13376913557760678,2020-10-11 20:44:49.553485,0.6,0.05
353,W Olin,Lowell,-0.13389937105447675,2020-10-11 20:44:49.553485,0.6,0.05
354,E Washington,S Baldwin,-0.13619594277302846,2020-10-11 20:44:49.553485,0.6,0.05
355,Todd,Beltline S,-0.1382569480007421,2020-10-11 20:44:49.553485,0.6,0.05
356,E Washington,N Marquette,-0.13916776735740802,2020-10-11 20:44:49.553485,0.6,0.05
357,Roth,Ruskin,-0.13960776966094707,2020-10-11 20:44:49.553485,0.6,0.05
358,University,Lakeview,-0.14103195639197258,2020-10-11 20:44:49.553485,0.6,0.05
359,Lake Point,1566,-0.1428633962121103,2020-10-11 20:44:49.553485,0.6,0.05
360,Inwood,Open Wood,-0.14295492243512878,2020-10-11 20:44:49.553485,0.6,0.05
361,Hayes,Dawn,-0.14344639317050556,2020-10-11 20:44:49.553485,0.6,0.05
362,Atwood,Evergreen,-0.14348415028222622,2020-10-11 20:44:49.553485,0.6,0.05
363,Highland,Marsh,-0.1450444068655376,2020-10-11 20:44:49.553485,0.6,0.05
364,Junction,Prairie Towne,-0.1453622384503924,2020-10-11 20:44:49.553485,0.6,0.05
365,W Wilson,S Carroll,-0.14573871268380972,2020-10-11 20:44:49.553485,0.6,0.05
366,E Washington,S Blair,-0.14680177810413375,2020-10-11 20:44:49.553485,0.6,0.05
367,E Wilson,King,-0.14778879914441312,2020-10-11 20:44:49.553485,0.6,0.05
368,N Mills,University,-0.14964864276407525,2020-10-11 20:44:49.553485,0.6,0.05
369,N Park,Spring,-0.15114155609154015,2020-10-11 20:44:49.553485,0.6,0.05
370,N Thompson,Waywood,-0.15234229355933038,2020-10-11 20:44:49.553485,0.6,0.05
371,Dempsey,Gary,-0.1523740082567831,2020-10-11 20:44:49.553485,0.6,0.05
372,Merryturn,Queensbridge,-0.1527802973134499,2020-10-11 20:44:49.553485,0.6,0.05
373,Jenifer,S Paterson,-0.15357581133025805,2020-10-11 20:44:49.553485,0.6,0.05
374,Mohawk,Whenona,-0.15639903692961926,2020-10-11 20:44:49.553485,0.6,0.05
375,Observatory,Bascom,-0.15657183132841412,2020-10-11 20:44:49.553485,0.6,0.05
376,N Stoughton E,N Stoughton,-0.1586559271766993,2020-10-11 20:44:49.553485,0.6,0.05
377,Gilson,W Olin,-0.15890886889916814,2020-10-11 20:44:49.553485,0.6,0.05
378,Atwood,Ohio,-0.15963135620782773,2020-10-11 20:44:49.553485,0.6,0.05
379,Monroe,S Breese,-0.16063007904220705,2020-10-11 20:44:49.553485,0.6,0.05
380,Campus,Babcock,-0.16063267349350657,2020-10-11 20:44:49.553485,0.6,0.05
381,Regent,N Whitney,-0.16137940038694867,2020-10-11 20:44:49.553485,0.6,0.05
382,Old Middleton,Norman,-0.1632291196260342,2020-10-11 20:44:49.553485,0.6,0.05
383,Terrace,Middleton,-0.16458049232862548,2020-10-11 20:44:49.553485,0.6,0.05
384,Jenifer,S Baldwin,-0.1648112998538365,2020-10-11 20:44:49.553485,0.6,0.05
385,Excelsior,Fourier,-0.16495367185722595,2020-10-11 20:44:49.553485,0.6,0.05
386,N Randall,Engineering,-0.16785561921896713,2020-10-11 20:44:49.553485,0.6,0.05
387,W Doty,S Henry,-0.168989237169069,2020-10-11 20:44:49.553485,0.6,0.05
388,S Thompson,1309,-0.16986243160878978,2020-10-11 20:44:49.553485,0.6,0.05
389,American,American Family,-0.17015699504581455,2020-10-11 20:44:49.553485,0.6,0.05
390,Fish Hatchery,Greenway,-0.17029210008294926,2020-10-11 20:44:49.553485,0.6,0.05
391,Commercial,North,-0.1710309023627203,2020-10-11 20:44:49.553485,0.6,0.05
392,S High Point,Big Sky,-0.17166912337417817,2020-10-11 20:44:49.553485,0.6,0.05
393,Monroe,Stockton,-0.17205612976074944,2020-10-11 20:44:49.553485,0.6,0.05
394,N Thompson,Kurt,-0.17353188601782527,2020-10-11 20:44:49.553485,0.6,0.05
395,Linden,Henry,-0.17715383010995156,2020-10-11 20:44:49.553485,0.6,0.05
396,Regent,Rock,-0.180900308311533,2020-10-11 20:44:49.553485,0.6,0.05
397,Jenifer,S Few,-0.18146418399524367,2020-10-11 20:44:49.553485,0.6,0.05
398,Piping Rock,Hathaway,-0.1828560469009553,2020-10-11 20:44:49.553485,0.6,0.05
399,Beltline S,Underpass,-0.18363041918486528,2020-10-11 20:44:49.553485,0.6,0.05
400,Milwaukee,N Thompson,-0.18585472299838657,2020-10-11 20:44:49.553485,0.6,0.05
401,Milwaukee,Milo,-0.1869055150425283,2020-10-11 20:44:49.553485,0.6,0.05
402,Eagan,East Towne,-0.18702299678099793,2020-10-11 20:44:49.553485,0.6,0.05
403,Fitchrona,Kapec,-0.18796868418163207,2020-10-11 20:44:49.553485,0.6,0.05
404,Reetz,Flad,-0.18832396621135722,2020-10-11 20:44:49.553485,0.6,0.05
405,Seminole,Doncaster,-0.1913495713721099,2020-10-11 20:44:49.553485,0.6,0.05
406,Hammersley,Brookwood,-0.19172372391926185,2020-10-11 20:44:49.553485,0.6,0.05
407,Red Arrow,Pawnee,-0.19191342029940014,2020-10-11 20:44:49.553485,0.6,0.05
408,Commonwealth,Gregory,-0.19272211919585863,2020-10-11 20:44:49.553485,0.6,0.05
409,Verona E,Red Arrow,-0.19410441180869964,2020-10-11 20:44:49.553485,0.6,0.05
410,Park,Hubbard,-0.1950303026431483,2020-10-11 20:44:49.553485,0.6,0.05
411,S Park,Beld,-0.19517103547608297,2020-10-11 20:44:49.553485,0.6,0.05
412,Lovell,Chalet Gardens,-0.19771239869821594,2020-10-11 20:44:49.553485,0.6,0.05
413,Pflaum,Camden,-0.19848090991982067,2020-10-11 20:44:49.553485,0.6,0.05
414,Badger,Nob Hill,-0.1990630706693755,2020-10-11 20:44:49.553485,0.6,0.05
415,Milwaukee,Swanton,-0.19913511029940925,2020-10-11 20:44:49.553485,0.6,0.05
416,Acewood,Cottage Grove,-0.19948062337396322,2020-10-11 20:44:49.553485,0.6,0.05
417,Deer Valley,Pheasant Ridge,-0.1998254092166477,2020-10-11 20:44:49.553485,0.6,0.05
418,N Sherman,Mayfield,-0.20010560845010184,2020-10-11 20:44:49.553485,0.6,0.05
419,S Bassett,W Doty,-0.20060249965280907,2020-10-11 20:44:49.553485,0.6,0.05
420,Wright,Madison College,-0.20160939873599973,2020-10-11 20:44:49.553485,0.6,0.05
421,University,Bristol,-0.20192707460543702,2020-10-11 20:44:49.553485,0.6,0.05
422,Fortune,Sweeney,-0.20321393692513517,2020-10-11 20:44:49.553485,0.6,0.05
423,International,Economy Lot,-0.20343052637860426,2020-10-11 20:44:49.553485,0.6,0.05
424,North Star,Sharpsburg,-0.20477952185470488,2020-10-11 20:44:49.553485,0.6,0.05
425,Brandenburg,Freese,-0.20516962295971755,2020-10-11 20:44:49.553485,0.6,0.05
426,E Washington,N Livingston,-0.20639916694545327,2020-10-11 20:44:49.553485,0.6,0.05
427,Packers,Manley,-0.20744736889771867,2020-10-11 20:44:49.553485,0.6,0.05
428,E Rusk,N Rusk,-0.20793891562724137,2020-10-11 20:44:49.553485,0.6,0.05
429,Brookwood,Piping Rock,-0.20950758061790836,2020-10-11 20:44:49.553485,0.6,0.05
430,S High Point,Mineral Point,-0.2096680839927922,2020-10-11 20:44:49.553485,0.6,0.05
431,S Mills,Mound,-0.2106789088994756,2020-10-11 20:44:49.553485,0.6,0.05
432,W Dayton,N Orchard,-0.2110467631110493,2020-10-11 20:44:49.553485,0.6,0.05
433,Bluff,N Blackhawk,-0.21117954773108466,2020-10-11 20:44:49.553485,0.6,0.05
434,N Sherman,Aberg,-0.21359259213614673,2020-10-11 20:44:49.553485,0.6,0.05
435,Regent,Kenosha,-0.21404503653243617,2020-10-11 20:44:49.553485,0.6,0.05
436,Tokay,Frederick,-0.21433703836761114,2020-10-11 20:44:49.553485,0.6,0.05
437,Odana,Smart Motors,-0.21462786002623824,2020-10-11 20:44:49.553485,0.6,0.05
438,N Midvale,Heather,-0.21570585439278303,2020-10-11 20:44:49.553485,0.6,0.05
439,S Midvale,Midvale School,-0.21900644314181464,2020-10-11 20:44:49.553485,0.6,0.05
440,Fish Hatchery,Post,-0.2202256167223641,2020-10-11 20:44:49.553485,0.6,0.05
441,Deming,Holiday,-0.22270610850847936,2020-10-11 20:44:49.553485,0.6,0.05
442,Branch,Pheasant,-0.2230234761113868,2020-10-11 20:44:49.553485,0.6,0.05
443,Post,Coho,-0.22570099720887732,2020-10-11 20:44:49.553485,0.6,0.05
444,N Allen,Chamberlain,-0.22599690027816585,2020-10-11 20:44:49.553485,0.6,0.05
445,Carnwood,Mckenna,-0.2270175894842969,2020-10-11 20:44:49.553485,0.6,0.05
446,E Washington,E Johnson,-0.22758360284890145,2020-10-11 20:44:49.553485,0.6,0.05
447,Valor,Eagles Perch,-0.22857186685431305,2020-10-11 20:44:49.553485,0.6,0.05
448,Commercial,Kedzie,-0.23013382320905373,2020-10-11 20:44:49.553485,0.6,0.05
449,Old Middleton,S Highlands,-0.23064540863958966,2020-10-11 20:44:49.553485,0.6,0.05
450,Greenway,Bryant,-0.23108755494751068,2020-10-11 20:44:49.553485,0.6,0.05
451,University Bay,Marshall,-0.23127343975000458,2020-10-11 20:44:49.553485,0.6,0.05
452,International,Darwin,-0.23184156111513224,2020-10-11 20:44:49.553485,0.6,0.05
453,W Broadway,Hoboken,-0.23221807550851348,2020-10-11 20:44:49.553485,0.6,0.05
454,Schroeder,Highway Ramp,-0.2324981880075504,2020-10-11 20:44:49.553485,0.6,0.05
455,Eagle Heights,Shelter,-0.23628664878970246,2020-10-11 20:44:49.553485,0.6,0.05
456,W Olin,Hickory,-0.2367588062646186,2020-10-11 20:44:49.553485,0.6,0.05
457,Merryturn,Kevins,-0.24098721627577296,2020-10-11 20:44:49.553485,0.6,0.05
458,Winnebago,Atwood,-0.24160463126471962,2020-10-11 20:44:49.553485,0.6,0.05
459,E Olin,Expo,-0.24357814918596896,2020-10-11 20:44:49.553485,0.6,0.05
460,Toepfer,Saint Clair,-0.24560802223414357,2020-10-11 20:44:49.553485,0.6,0.05
461,S Sprecher,Dominion,-0.24577390171158311,2020-10-11 20:44:49.553485,0.6,0.05
462,Koster,Ardmore,-0.24579583450519232,2020-10-11 20:44:49.553485,0.6,0.05
463,Wyalusing,Aztalan,-0.24589283009891127,2020-10-11 20:44:49.553485,0.6,0.05
464,W Towne Ring,Chilis,-0.24677825836573797,2020-10-11 20:44:49.553485,0.6,0.05
465,Hargrove,Tulane,-0.24779492673574538,2020-10-11 20:44:49.553485,0.6,0.05
466,S Whitney,Marathon,-0.24787983009893827,2020-10-11 20:44:49.553485,0.6,0.05
467,King James,King James,-0.2527746464143894,2020-10-11 20:44:49.553485,0.6,0.05
468,Observatory,Liz Waters,-0.2541270802735003,2020-10-11 20:44:49.553485,0.6,0.05
469,J Q Hammons,Greenway,-0.2541515809869649,2020-10-11 20:44:49.553485,0.6,0.05
470,Anderson,Madison College,-0.2547646130347068,2020-10-11 20:44:49.553485,0.6,0.05
471,Dempsey,Rockwell,-0.2577281316026745,2020-10-11 20:44:49.553485,0.6,0.05
472,Market,Deming,-0.25832340692941796,2020-10-11 20:44:49.553485,0.6,0.05
473,Atwood,Margaret,-0.25857637021958896,2020-10-11 20:44:49.553485,0.6,0.05
474,Northport,Barby,-0.26058385075676305,2020-10-11 20:44:49.553485,0.6,0.05
475,Dempsey,Cottage Grove,-0.26442144213918317,2020-10-11 20:44:49.553485,0.6,0.05
476,N Thompson,Commercial,-0.26545039798302766,2020-10-11 20:44:49.553485,0.6,0.05
477,Monroe,Van Buren,-0.26607441575431223,2020-10-11 20:44:49.553485,0.6,0.05
478,Monroe,S Prospect,-0.2670947883600425,2020-10-11 20:44:49.553485,0.6,0.05
479,Walter,Richard,-0.26869409211340906,2020-10-11 20:44:49.553485,0.6,0.05
480,Carling,Verona E,-0.2686948148880657,2020-10-11 20:44:49.553485,0.6,0.05
481,High Crossing,Crossroads,-0.2743048807824868,2020-10-11 20:44:49.553485,0.6,0.05
482,Melody,Independence,-0.2751588095724468,2020-10-11 20:44:49.553485,0.6,0.05
483,Grandview,Kingston,-0.27529366031322045,2020-10-11 20:44:49.553485,0.6,0.05
484,Nakoma,Whenona,-0.2753066119431909,2020-10-11 20:44:49.553485,0.6,0.05
485,Science,Science,-0.27975824651166076,2020-10-11 20:44:49.553485,0.6,0.05
486,Dominion,Galileo,-0.27992412862325416,2020-10-11 20:44:49.553485,0.6,0.05
487,S Thompson,Orlando Bell,-0.28178588025121876,2020-10-11 20:44:49.553485,0.6,0.05
488,Troy,School,-0.28567013482573983,2020-10-11 20:44:49.553485,0.6,0.05
489,Old Middleton,N Highlands,-0.28626635410002776,2020-10-11 20:44:49.553485,0.6,0.05
490,Davies,Maher,-0.2863131879465785,2020-10-11 20:44:49.553485,0.6,0.05
491,Mckenna,Yorktown,-0.28904664673426633,2020-10-11 20:44:49.553485,0.6,0.05
492,Cottage Grove,Inwood,-0.2891016115867284,2020-10-11 20:44:49.553485,0.6,0.05
493,Inner,Gettysburg,-0.2893300934581667,2020-10-11 20:44:49.553485,0.6,0.05
494,Troy,Forster,-0.29212854553464046,2020-10-11 20:44:49.553485,0.6,0.05
495,Jenifer,S Livingston,-0.2925268458399933,2020-10-11 20:44:49.553485,0.6,0.05
496,S Whitney,Odana,-0.29270732780243003,2020-10-11 20:44:49.553485,0.6,0.05
497,S Ingersoll,E Washington,-0.29289384183559364,2020-10-11 20:44:49.553485,0.6,0.05
498,W Wilson,S Hamilton,-0.2935324334806123,2020-10-11 20:44:49.553485,0.6,0.05
499,E Johnson,N Blount,-0.2937945418975574,2020-10-11 20:44:49.553485,0.6,0.05
500,Londonderry,Packers,-0.29389986828687664,2020-10-11 20:44:49.553485,0.6,0.05
501,Langdon,N Park,-0.29485283378111604,2020-10-11 20:44:49.553485,0.6,0.05
502,E Johnson,N Ingersoll,-0.29733396772421117,2020-10-11 20:44:49.553485,0.6,0.05
503,Franklin,Bristol,-0.30202245629026003,2020-10-11 20:44:49.553485,0.6,0.05
504,Stewart,Latham,-0.30214544390551806,2020-10-11 20:44:49.553485,0.6,0.05
505,N Stoughton E,Orin,-0.30244530739736797,2020-10-11 20:44:49.553485,0.6,0.05
506,Cottage Grove,Meadowlark,-0.30259897225707244,2020-10-11 20:44:49.553485,0.6,0.05
507,E Johnson,N Livingston,-0.30324549762562153,2020-10-11 20:44:49.553485,0.6,0.05
508,N Sherman,Roth,-0.30341532251113673,2020-10-11 20:44:49.553485,0.6,0.05
509,Williamson,S Blount,-0.30424182000655886,2020-10-11 20:44:49.553485,0.6,0.05
510,Fish Hatchery,Wingra,-0.30664680662702726,2020-10-11 20:44:49.553485,0.6,0.05
511,E Washington,N Paterson,-0.3075081174240876,2020-10-11 20:44:49.553485,0.6,0.05
512,Troy,Crosswalk,-0.31007109776429626,2020-10-11 20:44:49.553485,0.6,0.05
513,E Washington,N Ingersoll,-0.3102647506180782,2020-10-11 20:44:49.553485,0.6,0.05
514,Highland,V A Hospital,-0.31095992008675666,2020-10-11 20:44:49.553485,0.6,0.05
515,Walnut,G Pinchot,-0.31156541625698486,2020-10-11 20:44:49.553485,0.6,0.05
516,Sheboygan,N Whitney,-0.31164995162474446,2020-10-11 20:44:49.553485,0.6,0.05
517,Tompkins,Maher,-0.311926888873186,2020-10-11 20:44:49.553485,0.6,0.05
518,Lien,Zeier,-0.31270577655312404,2020-10-11 20:44:49.553485,0.6,0.05
519,Troy,Karstens,-0.31277028863772466,2020-10-11 20:44:49.553485,0.6,0.05
520,Winnebago,Riverside,-0.31348119197938085,2020-10-11 20:44:49.553485,0.6,0.05
521,Gilson,Cedar,-0.31353241242835594,2020-10-11 20:44:49.553485,0.6,0.05
522,University,N Whitney,-0.3146434428818239,2020-10-11 20:44:49.553485,0.6,0.05
523,S Stoughton W,Pflaum,-0.3151297738700951,2020-10-11 20:44:49.553485,0.6,0.05
524,Marsh,Lot 60,-0.31605532468556036,2020-10-11 20:44:49.553485,0.6,0.05
525,E Washington,S Livingston,-0.3170343841807237,2020-10-11 20:44:49.553485,0.6,0.05
526,Toepfer,Birch,-0.3171603816712033,2020-10-11 20:44:49.553485,0.6,0.05
527,Odana,Tokay,-0.31807143061853627,2020-10-11 20:44:49.553485,0.6,0.05
528,Muir Field,Silverton,-0.32086580236012857,2020-10-11 20:44:49.553485,0.6,0.05
529,E Washington,S Paterson,-0.32107802881368375,2020-10-11 20:44:49.553485,0.6,0.05
530,Old Middleton,N Rosa,-0.3221398180260229,2020-10-11 20:44:49.553485,0.6,0.05
531,Toepfer,Tokay,-0.3222709303215978,2020-10-11 20:44:49.553485,0.6,0.05
532,Williamson,S Dickinson,-0.32346054970350546,2020-10-11 20:44:49.553485,0.6,0.05
533,E Johnson,N Third,-0.32363050016036593,2020-10-11 20:44:49.553485,0.6,0.05
534,Turner,Buckeye,-0.32510942272917964,2020-10-11 20:44:49.553485,0.6,0.05
535,Schroeder,Chapel Hill,-0.3255040835940879,2020-10-11 20:44:49.553485,0.6,0.05
536,Atwood,S Fair Oaks,-0.3273798007683201,2020-10-11 20:44:49.553485,0.6,0.05
537,Old Sauk,Samuel,-0.3279696163548971,2020-10-11 20:44:49.553485,0.6,0.05
538,Packers,International,-0.3288540883994151,2020-10-11 20:44:49.553485,0.6,0.05
539,E Gorham,N Butler,-0.32938524597867036,2020-10-11 20:44:49.553485,0.6,0.05
540,Cottage Grove,Ellen,-0.33183926732150804,2020-10-11 20:44:49.553485,0.6,0.05
541,Odana,Seneca,-0.3321559768976877,2020-10-11 20:44:49.553485,0.6,0.05
542,Prairie,Raymond,-0.3348386974430418,2020-10-11 20:44:49.553485,0.6,0.05
543,Bluff,Palomino,-0.3353454201738976,2020-10-11 20:44:49.553485,0.6,0.05
544,Greenway,Deer Creek,-0.3393473857101226,2020-10-11 20:44:49.553485,0.6,0.05
545,Old Sauk,Saukdale,-0.33983465914206956,2020-10-11 20:44:49.553485,0.6,0.05
546,Whenona,Beltline S,-0.341948892342649,2020-10-11 20:44:49.553485,0.6,0.05
547,International,Air Freight,-0.3420101559760491,2020-10-11 20:44:49.553485,0.6,0.05
548,Oakridge,Welch,-0.3460418116612794,2020-10-11 20:44:49.553485,0.6,0.05
549,W Washington,Regent,-0.34739505520659,2020-10-11 20:44:49.553485,0.6,0.05
550,Lake Mendota,Lot N,-0.3474300733970253,2020-10-11 20:44:49.553485,0.6,0.05
551,Turner,Allis,-0.3476697961367827,2020-10-11 20:44:49.553485,0.6,0.05
552,N Thompson,Golden Leaf,-0.3486775812601,2020-10-11 20:44:49.553485,0.6,0.05
553,Northland,Mandrake,-0.3524142142724624,2020-10-11 20:44:49.553485,0.6,0.05
554,Dempsey,Dennett,-0.3532109457554989,2020-10-11 20:44:49.553485,0.6,0.05
555,Raymond,Westchester,-0.35572781185609204,2020-10-11 20:44:49.553485,0.6,0.05
556,D'onofrio,West Towne,-0.35634828302754873,2020-10-11 20:44:49.553485,0.6,0.05
557,Franklin,Parmenter,-0.35694900015105213,2020-10-11 20:44:49.553485,0.6,0.05
558,Manitowish,Comanche,-0.3571899916086096,2020-10-11 20:44:49.553485,0.6,0.05
559,N Breese,University,-0.35862771017809447,2020-10-11 20:44:49.553485,0.6,0.05
560,Hammersley,Whitcomb,-0.36013856930409427,2020-10-11 20:44:49.553485,0.6,0.05
561,Coho,Beltline S,-0.3604753109746648,2020-10-11 20:44:49.553485,0.6,0.05
562,University,Highland,-0.3608568948786588,2020-10-11 20:44:49.553485,0.6,0.05
563,Mineral Point,S Westfield,-0.3628808415414027,2020-10-11 20:44:49.553485,0.6,0.05
564,Bartillon,Kinsman,-0.3634946470580966,2020-10-11 20:44:49.553485,0.6,0.05
565,E Johnson,N Paterson,-0.36484864610482504,2020-10-11 20:44:49.553485,0.6,0.05
566,Oakridge,Maple,-0.36629001943738654,2020-10-11 20:44:49.553485,0.6,0.05
567,Anderson,Wright,-0.3671713182171654,2020-10-11 20:44:49.553485,0.6,0.05
568,Fordem,Mcguire,-0.3706095211020451,2020-10-11 20:44:49.553485,0.6,0.05
569,E Johnson,Fordem,-0.3707729457229833,2020-10-11 20:44:49.553485,0.6,0.05
570,Tokay,U W Health,-0.3736820412354283,2020-10-11 20:44:49.553485,0.6,0.05
571,E Gorham,N Ingersoll,-0.3774935752720826,2020-10-11 20:44:49.553485,0.6,0.05
572,S Midvale,Tokay,-0.37949008682208496,2020-10-11 20:44:49.553485,0.6,0.05
573,S Park,Erin,-0.3807436932239165,2020-10-11 20:44:49.553485,0.6,0.05
574,University,Forest,-0.3813582715271227,2020-10-11 20:44:49.553485,0.6,0.05
575,Tokay,S Segoe,-0.38323870401063476,2020-10-11 20:44:49.553485,0.6,0.05
576,E Washington,Portage,-0.3839495703858527,2020-10-11 20:44:49.553485,0.6,0.05
577,Sheboygan,State Office,-0.38665640285093555,2020-10-11 20:44:49.553485,0.6,0.05
578,Regent,Spooner,-0.3873869757890175,2020-10-11 20:44:49.553485,0.6,0.05
579,Valor,Valor,-0.39047933560234754,2020-10-11 20:44:49.553485,0.6,0.05
580,Odana,Anthony,-0.39302207144613843,2020-10-11 20:44:49.553485,0.6,0.05
581,Commonwealth,Rugby,-0.3933235378295813,2020-10-11 20:44:49.553485,0.6,0.05
582,Bluff,Hoyt,-0.39425607770740567,2020-10-11 20:44:49.553485,0.6,0.05
583,Dominion,Traveler,-0.39507684275682065,2020-10-11 20:44:49.553485,0.6,0.05
584,Walter,Milwaukee,-0.3967404287699761,2020-10-11 20:44:49.553485,0.6,0.05
585,Wyalusing,Summertown,-0.3969372793486754,2020-10-11 20:44:49.553485,0.6,0.05
586,North Star,Copernicus,-0.3980157639707038,2020-10-11 20:44:49.553485,0.6,0.05
587,W Broadway,W P S,-0.39859088208573884,2020-10-11 20:44:49.553485,0.6,0.05
588,North,E Johnson,-0.3986031808828336,2020-10-11 20:44:49.553485,0.6,0.05
589,N Rusk,Nygard,-0.39912942612925706,2020-10-11 20:44:49.553485,0.6,0.05
590,E Johnson,N Sixth,-0.3991606164066164,2020-10-11 20:44:49.553485,0.6,0.05
591,Dempsey,Pinney,-0.3995899241669821,2020-10-11 20:44:49.553485,0.6,0.05
592,Fourier,Deming,-0.3998715493821335,2020-10-11 20:44:49.553485,0.6,0.05
593,W Washington,Brittingham,-0.4007675734897029,2020-10-11 20:44:49.553485,0.6,0.05
594,Forest Run,Forest Ridge,-0.40271228139988835,2020-10-11 20:44:49.553485,0.6,0.05
