,2,4,5,6,7,8,10,11,12,13,15,16,17,18,20,21,22,23,26,27,30,31,32,33,36,39,40,44,48,49,50,51,52,55,59,63,67,68,70,72,73,75,78,80,81,82,84
2,122.0,14.0,23.0,12.0,21.0,30.0,63.0,24.0,41.0,5.0,30.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,30.0,26.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0
4,14.0,112.0,7.0,22.0,41.0,13.0,38.0,4.0,13.0,8.0,15.0,1.0,3.0,4.0,3.0,3.0,1.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0
5,23.0,7.0,89.0,4.0,10.0,4.0,31.0,0.0,4.0,9.0,20.0,3.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,44.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0
6,12.0,22.0,4.0,205.0,11.0,10.0,3.0,17.0,12.0,6.0,34.0,0.0,0.0,12.0,7.0,0.0,0.0,13.0,4.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,1.0,4.0,1.0,1.0,3.0,7.0,0.0
7,21.0,41.0,10.0,11.0,109.0,20.0,35.0,9.0,21.0,5.0,26.0,2.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,14.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,20.0,20.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0
8,30.0,13.0,4.0,10.0,20.0,67.0,23.0,12.0,23.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0
10,63.0,38.0,31.0,3.0,35.0,23.0,132.0,29.0,25.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,0.0,0.0,1.0,2.0,13.0,3.0,2.0
11,24.0,4.0,0.0,17.0,9.0,12.0,29.0,111.0,27.0,10.0,17.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,13.0,1.0,0.0,1.0,16.0,9.0,3.0,4.0
12,41.0,13.0,4.0,12.0,21.0,23.0,25.0,27.0,75.0,7.0,36.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,34.0,30.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0
13,5.0,8.0,9.0,6.0,5.0,5.0,5.0,10.0,7.0,56.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
15,30.0,15.0,20.0,34.0,26.0,26.0,26.0,17.0,36.0,5.0,116.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,30.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,30.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
16,0.0,1.0,3.0,0.0,2.0,0.0,0.0,11.0,3.0,1.0,2.0,78.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,4.0,1.0,12.0,3.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,3.0,6.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
