,2,4,5,6,7,8,10,11,12,13,15,16,17,18,20,21,22,23,26,27,30,31,32,33,36,39,40,44,48,49,50,51,52,55,59,63,67,68,70,72,73,75,78,80,81,82,84
2,1.0,0.11475409836065574,0.1885245901639344,0.09836065573770492,0.1721311475409836,0.2459016393442623,0.5163934426229508,0.19672131147540983,0.3360655737704918,0.040983606557377046,0.2459016393442623,0.0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.03278688524590164,0.03278688524590164,0.0,0.26229508196721313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040983606557377046,0.13934426229508196,0.0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.03278688524590164,0.08196721311475409,0.2459016393442623,0.21311475409836064,0.00819672131147541,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.02459016393442623,0.02459016393442623,0.01639344262295082
4,0.125,1.0,0.0625,0.19642857142857142,0.36607142857142855,0.11607142857142858,0.3392857142857143,0.03571428571428571,0.11607142857142858,0.07142857142857142,0.13392857142857142,0.008928571428571428,0.026785714285714284,0.03571428571428571,0.026785714285714284,0.026785714285714284,0.008928571428571428,0.05357142857142857,0.0,0.16964285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.14285714285714285,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11607142857142858,0.11607142857142858,0.0,0.05357142857142857,0.0,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.0
5,0.25842696629213485,0.07865168539325842,1.0,0.0449438202247191,0.11235955056179775,0.0449438202247191,0.34831460674157305,0.0,0.0449438202247191,0.10112359550561797,0.2247191011235955,0.033707865168539325,0.06741573033707865,0.011235955056179775,0.0,0.0,0.0,0.0449438202247191,0.0,0.4943820224719101,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.14606741573033707,0.07865168539325842,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449438202247191,0.0449438202247191,0.0,0.20224719101123595,0.0,0.0,0.02247191011235955,0.0,0.0
6,0.05853658536585366,0.1073170731707317,0.01951219512195122,1.0,0.05365853658536585,0.04878048780487805,0.014634146341463415,0.08292682926829269,0.05853658536585366,0.02926829268292683,0.16585365853658537,0.0,0.0,0.05853658536585366,0.03414634146341464,0.0,0.0,0.06341463414634146,0.01951219512195122,0.1024390243902439,0.00975609756097561,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.00975609756097561,0.0,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.00975609756097561,0.00975609756097561,0.04878048780487805,0.04878048780487805,0.004878048780487805,0.01951219512195122,0.004878048780487805,0.004878048780487805,0.014634146341463415,0.03414634146341464,0.0
7,0.1926605504587156,0.3761467889908257,0.09174311926605505,0.10091743119266056,1.0,0.1834862385321101,0.3211009174311927,0.08256880733944955,0.1926605504587156,0.045871559633027525,0.23853211009174313,0.01834862385321101,0.05504587155963303,0.027522935779816515,0.0,0.0,0.0,0.03669724770642202,0.0,0.12844036697247707,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.009174311926605505,0.0,0.009174311926605505,0.0,0.0,0.045871559633027525,0.0,0.027522935779816515,0.027522935779816515,0.01834862385321101,0.01834862385321101,0.01834862385321101,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.1834862385321101,0.1834862385321101,0.009174311926605505,0.03669724770642202,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.0,0.0
8,0.44776119402985076,0.19402985074626866,0.05970149253731343,0.14925373134328357,0.29850746268656714,1.0,0.34328358208955223,0.1791044776119403,0.34328358208955223,0.07462686567164178,0.3880597014925373,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.22388059701492538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3880597014925373,0.3880597014925373,0.0,0.05970149253731343,0.05970149253731343,0.0,0.029850746268656716,0.0,0.0
10,0.4772727272727273,0.2878787878787879,0.23484848484848486,0.022727272727272728,0.26515151515151514,0.17424242424242425,1.0,0.2196969696969697,0.1893939393939394,0.03787878787878788,0.19696969696969696,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.32575757575757575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03787878787878788,0.12878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.15151515151515152,0.0,0.0,0.007575757575757576,0.015151515151515152,0.09848484848484848,0.022727272727272728,0.015151515151515152
11,0.21621621621621623,0.036036036036036036,0.0,0.15315315315315314,0.08108108108108109,0.10810810810810811,0.26126126126126126,1.0,0.24324324324324326,0.09009009009009009,0.15315315315315314,0.0990990990990991,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.1981981981981982,0.036036036036036036,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.15315315315315314,0.11711711711711711,0.009009009009009009,0.0,0.009009009009009009,0.14414414414414414,0.08108108108108109,0.02702702702702703,0.036036036036036036
12,0.5466666666666666,0.17333333333333334,0.05333333333333334,0.16,0.28,0.30666666666666664,0.3333333333333333,0.36,1.0,0.09333333333333334,0.48,0.04,0.0,0.013333333333333334,0.0,0.0,0.0,0.05333333333333334,0.0,0.2,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.10666666666666667,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.05333333333333334,0.13333333333333333,0.4533333333333333,0.4,0.013333333333333334,0.05333333333333334,0.06666666666666667,0.0,0.02666666666666667,0.0,0.0
