stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,shape_dist_traveled
1,488,16:30:00,16:30:00,EAGLE HEIGHTS: LIMITED STOPS,0.0572
2,532,16:31:00,16:31:00,EAGLE HEIGHTS: LIMITED STOPS,0.3195
3,2442,16:34:00,16:34:00,EAGLE HEIGHTS: LIMITED STOPS,0.7278
4,2125,16:37:00,16:37:00,EAGLE HEIGHTS: LIMITED STOPS,1.253
5,2938,16:38:55,16:38:55,EAGLE HEIGHTS,1.8673
6,2041,16:39:47,16:39:47,EAGLE HEIGHTS,2.1479
7,2018,16:40:25,16:40:25,EAGLE HEIGHTS,2.3514
8,2026,16:40:40,16:40:40,EAGLE HEIGHTS,2.4355
9,2082,16:41:00,16:41:00,DROP OFFS ONLY,2.5303
